loc,alpha,k,clip_factor,jump_penalty,rep,model,bac,sd,mad,d_med,cdist_mad,kurt,secs,error
0.0018,1.1,2.75,12,0.3,7,jump,0.7895777041321672,0.005237921056490018,0.004269516317836789,0.00362621016429034,0.8493257536318799,4.343499814752455,37.8,
0.0018,1.1,2.75,12,0.3,7,kmeans,0.788697449172101,0.005237921056490018,0.004269516317836789,0.00362621016429034,0.8493257536318799,4.343499814752455,0.3,
0.0008,1.1,6.0,20,100,5,jump,0.704200391408732,0.003938336068865673,0.0035682583272404157,0.001620801965178659,0.4542277538611222,2.0757110247316497,36.4,
0.0008,1.1,6.0,20,100,5,kmeans,0.6888202119831781,0.003938336068865673,0.0035682583272404157,0.001620801965178659,0.4542277538611222,2.0757110247316497,0.9,
0.002,1.1,2.0,20,30,3,jump,0.8210542852048721,0.006525580673851265,0.004596002419173134,0.004039995120361161,0.8790237149370336,11.233452027695412,37.3,
0.002,1.1,2.0,20,30,3,kmeans,0.7932592405332435,0.006525580673851265,0.004596002419173134,0.004039995120361161,0.8790237149370336,11.233452027695412,0.4,
0.0012,0.8,2.75,12,30,5,jump,0.7574798404010403,0.004823239611161819,0.0032286789825288808,0.002405043021683788,0.7449000147422599,7.863819289995254,35.8,
0.0012,0.8,2.75,12,30,5,kmeans,0.7360856821379421,0.004823239611161819,0.0032286789825288808,0.002405043021683788,0.7449000147422599,7.863819289995254,0.3,
0.0005,0.8,6.0,20,0.3,4,jump,0.6545562443189229,0.0030809708792553657,0.0025582691538485465,0.0009880058643811495,0.3862009057549075,3.827202168431988,37.0,
0.0005,0.8,6.0,20,0.3,4,kmeans,0.6542617718640744,0.0030809708792553657,0.0025582691538485465,0.0009880058643811495,0.3862009057549075,3.827202168431988,0.5,
0.0014,0.8,4.0,12,100,9,jump,0.7821243465148399,0.003967411838465579,0.003153184335635003,0.002806243372590006,0.8899712398275857,6.115616508356409,35.8,
0.0014,0.8,4.0,12,100,9,kmeans,0.7948789712444717,0.003967411838465579,0.003153184335635003,0.002806243372590006,0.8899712398275857,6.115616508356409,0.3,
0.0012,1.6,2.75,12,3,7,jump,0.7497788292415679,0.0047202418930333105,0.004315150453438981,0.002346583397451925,0.5438010615786996,2.109104594634875,37.8,
0.0012,1.6,2.75,12,3,7,kmeans,0.7328024914546443,0.0047202418930333105,0.004315150453438981,0.002346583397451925,0.5438010615786996,2.109104594634875,0.5,
0.0005,0.8,6.0,8,3,9,jump,0.5397770513129457,0.0030867995982063446,0.002551846901301766,0.0010004675664447194,0.3920562655754755,3.021479473406453,36.5,
0.0005,0.8,6.0,8,3,9,kmeans,0.5338055788320736,0.0030867995982063446,0.002551846901301766,0.0010004675664447194,0.3920562655754755,3.021479473406453,0.5,
0.0005,0.8,4.0,12,100,0,jump,0.5027513515735492,0.0037606910780774074,0.0026995375945737875,0.0009984673908445168,0.3698660810842156,7.659284023411248,35.3,
0.0005,0.8,4.0,12,100,0,kmeans,0.514321501029631,0.0037606910780774074,0.0026995375945737875,0.0009984673908445168,0.3698660810842156,7.659284023411248,0.3,
0.0012,1.6,2.0,12,0.3,8,jump,0.7195663700328161,0.00497935280560198,0.00440138743349675,0.0023803478444566176,0.5408176127238845,3.0518004453400636,37.6,
0.0012,1.6,2.0,12,0.3,8,kmeans,0.7178276683238926,0.00497935280560198,0.00440138743349675,0.0023803478444566176,0.5408176127238845,3.0518004453400636,0.5,
0.001,1.1,6.0,20,100,6,jump,0.7299181374469099,0.0039765326581948516,0.0035880783805063757,0.0019740115121617587,0.5501584142883668,2.0509779206057424,35.7,
0.001,1.1,6.0,20,100,6,kmeans,0.7320611052228699,0.0039765326581948516,0.0035880783805063757,0.0019740115121617587,0.5501584142883668,2.0509779206057424,0.6,
0.0014,0.8,6.0,20,3,3,jump,0.8386908149840819,0.0034041055697935267,0.0030201788820793138,0.0028000513905810046,0.9271144193463279,4.914626302731532,37.2,
0.0014,0.8,6.0,20,3,3,kmeans,0.8286300497602994,0.0034041055697935267,0.0030201788820793138,0.0028000513905810046,0.9271144193463279,4.914626302731532,0.4,
0.0012,1.4,4.0,20,0.03,7,jump,0.7194312167431757,0.004572007979945339,0.004168279301486079,0.0023942787404360698,0.5744045845446247,2.504472947818569,36.8,
0.0012,1.4,4.0,20,0.03,7,kmeans,0.7183762632570339,0.004572007979945339,0.004168279301486079,0.0023942787404360698,0.5744045845446247,2.504472947818569,0.4,
0.001,1.4,6.0,12,30,6,jump,0.7504276975184903,0.0042815928115811815,0.004056475446050157,0.0020182708196251316,0.49754296469126863,0.8535610528369113,35.2,
0.001,1.4,6.0,12,30,6,kmeans,0.706842552270941,0.0042815928115811815,0.004056475446050157,0.0020182708196251316,0.49754296469126863,0.8535610528369113,0.5,
0.0005,1.1,2.75,8,0.03,1,jump,0.5030934340156139,0.004645493238188986,0.003659004271242223,0.000949743694931617,0.2595634288803881,2.8236720551968375,36.9,
0.0005,1.1,2.75,8,0.03,1,kmeans,0.5024908535119061,0.004645493238188986,0.003659004271242223,0.000949743694931617,0.2595634288803881,2.8236720551968375,0.5,
0.0008,1.6,2.75,20,0.3,4,jump,0.6466438004753103,0.004678736441767139,0.00423913758956917,0.0015375266343583757,0.36269797850902896,2.8416356760961197,37.9,
0.0008,1.6,2.75,20,0.3,4,kmeans,0.6455302683463544,0.004678736441767139,0.00423913758956917,0.0015375266343583757,0.36269797850902896,2.8416356760961197,1.8,
0.001,0.8,4.0,12,100,5,jump,0.5023599714768571,0.0038582367614066653,0.0029077529766164977,0.0020037741171424154,0.689114286274082,6.822125590429831,35.9,
0.001,0.8,4.0,12,100,5,kmeans,0.7416766408011584,0.0038582367614066653,0.0029077529766164977,0.0020037741171424154,0.689114286274082,6.822125590429831,0.4,
0.0008,0.8,4.0,8,3,4,jump,0.7065892969558693,0.003662971817874655,0.002792472195338396,0.0016022737716248165,0.5737832499458962,4.347833985916874,37.5,
0.0008,0.8,4.0,8,3,4,kmeans,0.6959366883621725,0.003662971817874655,0.002792472195338396,0.0016022737716248165,0.5737832499458962,4.347833985916874,0.5,
0.0016,0.8,6.0,12,30,8,jump,0.8419214208648546,0.0034662496346058473,0.0031528463948462915,0.00317200547794207,1.0060767575379175,2.7459849057750816,36.4,
0.0016,0.8,6.0,12,30,8,kmeans,0.8310553514419274,0.0034662496346058473,0.0031528463948462915,0.00317200547794207,1.0060767575379175,2.7459849057750816,0.4,
0.002,1.6,6.0,20,0.03,6,jump,0.8219266261146057,0.00469203043024011,0.004633675133426064,0.004041502932608719,0.8722024777814965,0.25450081156584625,37.7,
0.002,1.6,6.0,20,0.03,6,kmeans,0.8214304457910595,0.00469203043024011,0.004633675133426064,0.004041502932608719,0.8722024777814965,0.25450081156584625,0.4,
0.001,1.1,6.0,20,0.3,8,jump,0.7117495549132227,0.003992536144397747,0.0036041953819106556,0.0019736922911173043,0.5476096831551376,1.9615599274759257,37.3,
0.001,1.1,6.0,20,0.3,8,kmeans,0.7100411684956293,0.003992536144397747,0.0036041953819106556,0.0019736922911173043,0.5476096831551376,1.9615599274759257,0.4,
0.0005,1.4,6.0,20,100,9,jump,0.6040196909137212,0.004196651071407944,0.003959724330259495,0.001008897324134297,0.254789788376046,1.0901857490000202,36.3,
0.0005,1.4,6.0,20,100,9,kmeans,0.6087415055383971,0.004196651071407944,0.003959724330259495,0.001008897324134297,0.254789788376046,1.0901857490000202,0.6,
0.0008,1.4,4.0,20,0.3,6,jump,0.6631149211871719,0.004475482276899909,0.004060470419514345,0.0016109752267099422,0.3967459580465615,2.4301099098084755,36.7,
0.0008,1.4,4.0,20,0.3,6,kmeans,0.6638908729701569,0.004475482276899909,0.004060470419514345,0.0016109752267099422,0.3967459580465615,2.4301099098084755,0.4,
0.0005,0.8,4.0,20,0.03,5,jump,0.5152827194837913,0.003804455261838271,0.0026973491300032546,0.0010038979705426546,0.37217947034592563,10.111799752317696,36.3,
0.0005,0.8,4.0,20,0.03,5,kmeans,0.5176734698909217,0.003804455261838271,0.0026973491300032546,0.0010038979705426546,0.37217947034592563,10.111799752317696,0.5,
0.0008,1.4,2.75,12,0.3,3,jump,0.6538173704115389,0.004789429389330279,0.004102898808798118,0.0015715637231619325,0.3830374075499801,3.0983246968198577,36.9,
0.0008,1.4,2.75,12,0.3,3,kmeans,0.6531404632194665,0.004789429389330279,0.004102898808798118,0.0015715637231619325,0.3830374075499801,3.0983246968198577,0.5,
0.0018,1.4,2.75,12,3,5,jump,0.8080324122548332,0.005080399948231818,0.00450644749133875,0.003552518303670293,0.7883190274596833,2.671509377017105,36.0,
0.0018,1.4,2.75,12,3,5,kmeans,0.7945406342717025,0.005080399948231818,0.00450644749133875,0.003552518303670293,0.7883190274596833,2.671509377017105,0.3,
0.001,1.4,6.0,8,3,6,jump,0.7271304232621368,0.004270760392643853,0.004055498120014674,0.0020179681805613057,0.4975882421452101,0.6529388605569806,37.2,
0.001,1.4,6.0,8,3,6,kmeans,0.7139831647504282,0.004270760392643853,0.004055498120014674,0.0020179681805613057,0.4975882421452101,0.6529388605569806,0.6,
0.0018,0.8,2.0,20,100,2,jump,0.5114000018260403,0.007146179183997047,0.0039664977322432975,0.003610734279211838,0.9103079146776032,13.949606165288813,36.0,
0.0018,0.8,2.0,20,100,2,kmeans,0.5027840765002499,0.007146179183997047,0.0039664977322432975,0.003610734279211838,0.9103079146776032,13.949606165288813,0.3,
0.002,1.4,2.75,12,30,7,jump,0.8367761606058711,0.0051221696001357815,0.00458855229611124,0.003981421637435607,0.8676857929264158,2.440015252889033,35.6,
0.002,1.4,2.75,12,30,7,kmeans,0.8125328530255931,0.0051221696001357815,0.00458855229611124,0.003981421637435607,0.8676857929264158,2.440015252889033,0.3,
0.0018,1.4,6.0,8,0.03,2,jump,0.8114314995218245,0.004505952496005944,0.004360200315639611,0.0036080999794118954,0.8275078478550618,0.46105817079108036,37.1,
0.0018,1.4,6.0,8,0.03,2,kmeans,0.8110314906856293,0.004505952496005944,0.004360200315639611,0.0036080999794118954,0.8275078478550618,0.46105817079108036,0.3,
0.0018,1.6,6.0,8,0.03,4,jump,0.8104903455659773,0.004602432529069437,0.004535614269355507,0.003623113617527189,0.7988143176121587,0.2726786830728316,37.6,
0.0018,1.6,6.0,8,0.03,4,kmeans,0.8102389883611438,0.004602432529069437,0.004535614269355507,0.003623113617527189,0.7988143176121587,0.2726786830728316,0.5,
0.001,0.8,2.0,20,0.3,5,jump,0.5141271287492659,0.007028588221205038,0.0033885791719784515,0.001997001894275003,0.5893331077488256,15.42715776270646,35.7,
0.001,0.8,2.0,20,0.3,5,kmeans,0.5141056355300765,0.007028588221205038,0.0033885791719784515,0.001997001894275003,0.5893331077488256,15.42715776270646,0.4,
0.0012,1.4,4.0,8,3,9,jump,0.7489933197760539,0.004511535648364739,0.004183144005603143,0.002387015181152718,0.5706270637480835,1.0845384218027077,37.4,
0.0012,1.4,4.0,8,3,9,kmeans,0.7359859919052547,0.004511535648364739,0.004183144005603143,0.002387015181152718,0.5706270637480835,1.0845384218027077,0.5,
0.002,1.1,2.0,20,100,0,jump,0.5052252110375113,0.006578713841959821,0.004577664850369077,0.003980039527781726,0.8694475584993586,11.196885282687415,36.0,
0.002,1.1,2.0,20,100,0,kmeans,0.7722733261464965,0.006578713841959821,0.004577664850369077,0.003980039527781726,0.8694475584993586,11.196885282687415,0.3,
0.0016,1.6,2.75,12,3,1,jump,0.7865083899082358,0.0048644437703269355,0.004512307854255028,0.003175679312391677,0.7037816157417244,1.7939402655686436,37.6,
0.0016,1.6,2.75,12,3,1,kmeans,0.7750286395076519,0.0048644437703269355,0.004512307854255028,0.003175679312391677,0.7037816157417244,1.7939402655686436,0.5,
0.0008,1.4,2.75,8,3,0,jump,0.511436130311007,0.004704464945083915,0.004118849839979871,0.0016069369055265535,0.3901421435490852,1.724557883966578,38.3,
0.0008,1.4,2.75,8,3,0,kmeans,0.5136593735234972,0.004704464945083915,0.004118849839979871,0.0016069369055265535,0.3901421435490852,1.724557883966578,0.7,
0.0008,1.6,6.0,8,3,8,jump,0.6717974009730234,0.004310987581561009,0.004173505704254087,0.0016111358089539582,0.3860389617562317,0.45256614969951103,37.7,
0.0008,1.6,6.0,8,3,8,kmeans,0.6623366150548706,0.004310987581561009,0.004173505704254087,0.0016111358089539582,0.3860389617562317,0.45256614969951103,0.8,
0.0005,1.6,2.75,8,3,7,jump,0.6058095264514838,0.004525280757593853,0.004166329765362913,0.0009458982778745547,0.22703394381749356,1.2731661267619447,37.6,
0.0005,1.6,2.75,8,3,7,kmeans,0.5074053470953054,0.004525280757593853,0.004166329765362913,0.0009458982778745547,0.22703394381749356,1.2731661267619447,0.5,
0.0018,1.4,6.0,20,30,7,jump,0.843791842228016,0.004522171862338703,0.004376830702493232,0.003604964492305124,0.8236472318318322,0.5448332409859895,37.1,
0.0018,1.4,6.0,20,30,7,kmeans,0.8175210078784547,0.004522171862338703,0.004376830702493232,0.003604964492305124,0.8236472318318322,0.5448332409859895,0.4,
0.0005,1.1,4.0,12,0.03,7,jump,0.5103053696774793,0.0043191825356638175,0.003577027376699002,0.0010236170402495557,0.28616416159335717,3.692135938153383,37.8,
0.0005,1.1,4.0,12,0.03,7,kmeans,0.5123328964467624,0.0043191825356638175,0.003577027376699002,0.0010236170402495557,0.28616416159335717,3.692135938153383,0.3,
0.0016,1.6,2.0,8,30,6,jump,0.8085940800135174,0.004953680880755861,0.004549935746782407,0.0031891084136961784,0.7009128460663275,1.3065958424443629,35.9,
0.0016,1.6,2.0,8,30,6,kmeans,0.7683077898870738,0.004953680880755861,0.004549935746782407,0.0031891084136961784,0.7009128460663275,1.3065958424443629,0.2,
0.0016,1.6,6.0,20,0.03,5,jump,0.7824232215781994,0.0045180040188741565,0.004439938840698071,0.003192314014584738,0.7189995468682684,0.356586686073753,37.6,
0.0016,1.6,6.0,20,0.03,5,kmeans,0.7824157769994857,0.0045180040188741565,0.004439938840698071,0.003192314014584738,0.7189995468682684,0.356586686073753,0.4,
0.0005,1.1,6.0,20,30,9,jump,0.6472573524547245,0.0038915284831628873,0.00347756557254256,0.0010218141734824673,0.29383031093656303,1.8631035146875101,35.9,
0.0005,1.1,6.0,20,30,9,kmeans,0.538472712483259,0.0038915284831628873,0.00347756557254256,0.0010218141734824673,0.29383031093656303,1.8631035146875101,0.6,
0.0008,1.1,6.0,8,100,9,jump,0.6793162218807222,0.003923279704345874,0.003546056828203067,0.001622165499324944,0.4574561485939192,1.3780932626597044,35.1,
0.0008,1.1,6.0,8,100,9,kmeans,0.672978742078663,0.003923279704345874,0.003546056828203067,0.001622165499324944,0.4574561485939192,1.3780932626597044,0.9,
0.0014,1.4,2.0,20,3,0,jump,0.74274229531473,0.005614029093012375,0.004381001837268965,0.0027461579026846388,0.626833314545365,9.122200082445417,36.8,
0.0014,1.4,2.0,20,3,0,kmeans,0.7335591852464314,0.005614029093012375,0.004381001837268965,0.0027461579026846388,0.626833314545365,9.122200082445417,0.4,
0.0008,1.6,2.75,20,0.3,3,jump,0.6584852200217759,0.004673084096821671,0.00423849372539939,0.0016435626635500583,0.3877704604588477,2.904695190897736,38.0,
0.0008,1.6,2.75,20,0.3,3,kmeans,0.6576734100752519,0.004673084096821671,0.00423849372539939,0.0016435626635500583,0.3877704604588477,2.904695190897736,0.5,
0.0008,1.4,2.0,12,100,1,jump,0.5149814297809518,0.005276208191024664,0.004180434692067743,0.00157020567233605,0.3756082292866508,4.479105493893114,35.8,
0.0008,1.4,2.0,12,100,1,kmeans,0.5019906007366536,0.005276208191024664,0.004180434692067743,0.00157020567233605,0.3756082292866508,4.479105493893114,0.5,
0.002,1.4,6.0,12,100,0,jump,0.8193151965325511,0.004618960935682691,0.004503955672146353,0.00402683081944071,0.8940653755417025,0.5214353481162997,37.0,
0.002,1.4,6.0,12,100,0,kmeans,0.8233125364978705,0.004618960935682691,0.004503955672146353,0.00402683081944071,0.8940653755417025,0.5214353481162997,0.3,
0.0012,1.4,6.0,12,3,6,jump,0.7522787333369174,0.004333249851707225,0.0041201866939288385,0.002418270819625131,0.5869323405146888,0.8096657222340706,37.0,
0.0012,1.4,6.0,12,3,6,kmeans,0.7394630884081013,0.004333249851707225,0.0041201866939288385,0.002418270819625131,0.5869323405146888,0.8096657222340706,0.4,
0.0005,0.8,2.0,12,30,1,jump,0.5016990655114675,0.005839667175857782,0.003117996462274848,0.0009644079931346733,0.3093037483535354,7.738065428095107,37.0,
0.0005,0.8,2.0,12,30,1,kmeans,0.5037073153425229,0.005839667175857782,0.003117996462274848,0.0009644079931346733,0.3093037483535354,7.738065428095107,0.6,
0.0005,1.4,4.0,12,0.03,8,jump,0.5076820338243451,0.004411360459366192,0.003971107728815671,0.0009767990518975921,0.24597646767666745,1.9387071342886744,37.2,
0.0005,1.4,4.0,12,0.03,8,kmeans,0.5054838727000166,0.004411360459366192,0.003971107728815671,0.0009767990518975921,0.24597646767666745,1.9387071342886744,0.4,
0.0005,1.1,4.0,12,3,9,jump,0.5119712610010815,0.004305013523191756,0.0035811711567501642,0.0010081508911292663,0.28151429993202043,3.794937165527072,37.5,
0.0005,1.1,4.0,12,3,9,kmeans,0.5122872499898843,0.004305013523191756,0.0035811711567501642,0.0010081508911292663,0.28151429993202043,3.794937165527072,0.5,
0.002,1.1,2.0,8,0.3,4,jump,0.8087578709595488,0.005524088570641056,0.00455664988865086,0.004064362983180249,0.8919629733465505,2.267693936469887,36.9,
0.002,1.1,2.0,8,0.3,4,kmeans,0.8066590618129601,0.005524088570641056,0.00455664988865086,0.004064362983180249,0.8919629733465505,2.267693936469887,0.3,
0.0012,0.8,4.0,20,30,3,jump,0.8091702848698334,0.003908644210148589,0.003019178451181825,0.0023829130492895208,0.7892587628786086,8.690463918663502,36.7,
0.0012,0.8,4.0,20,30,3,kmeans,0.7776534323302507,0.003908644210148589,0.003019178451181825,0.0023829130492895208,0.7892587628786086,8.690463918663502,0.5,
0.002,1.1,2.0,8,0.03,4,jump,0.8071763047311027,0.005524088570641056,0.00455664988865086,0.004064362983180249,0.8919629733465505,2.267693936469887,38.0,
0.002,1.1,2.0,8,0.03,4,kmeans,0.8066590618129601,0.005524088570641056,0.00455664988865086,0.004064362983180249,0.8919629733465505,2.267693936469887,0.3,
0.0012,0.8,2.75,20,0.03,3,jump,0.5143818193187153,0.005206280263329835,0.00321592155460049,0.0024184046109565925,0.7520098267002124,16.6492827776499,37.2,
0.0012,0.8,2.75,20,0.03,3,kmeans,0.5140369966222538,0.005206280263329835,0.00321592155460049,0.0024184046109565925,0.7520098267002124,16.6492827776499,0.3,
0.001,0.8,2.0,20,100,3,jump,0.5029069235286147,0.006936730660909894,0.003385285882102569,0.001982404618825092,0.585594448405592,15.288091148821742,35.8,
0.001,0.8,2.0,20,100,3,kmeans,0.5050365263903676,0.006936730660909894,0.003385285882102569,0.001982404618825092,0.585594448405592,15.288091148821742,0.5,
0.0014,1.1,6.0,12,0.3,0,jump,0.7789903548932804,0.004108062894021035,0.0037772428556185145,0.0028370603026797265,0.7510929032428244,1.505147598620237,37.3,
0.0014,1.1,6.0,12,0.3,0,kmeans,0.7767693575881592,0.004108062894021035,0.0037772428556185145,0.0028370603026797265,0.7510929032428244,1.505147598620237,0.4,
0.0018,1.6,2.0,20,30,5,jump,0.8074352449730682,0.0052917125129831365,0.004649202808357151,0.0036001957682170235,0.7743684060728668,5.91129989349783,36.7,
0.0018,1.6,2.0,20,30,5,kmeans,0.782634111283804,0.0052917125129831365,0.004649202808357151,0.0036001957682170235,0.7743684060728668,5.91129989349783,0.4,
0.0016,1.6,6.0,20,0.3,1,jump,0.7826208416935163,0.004496841748189738,0.004398299002375698,0.0031694834875571325,0.720615739367689,0.3398341970878138,36.5,
0.0016,1.6,6.0,20,0.3,1,kmeans,0.7795760227287519,0.004496841748189738,0.004398299002375698,0.0031694834875571325,0.720615739367689,0.3398341970878138,0.4,
0.0012,1.4,6.0,12,0.03,4,jump,0.7379446599106301,0.004322405736204663,0.004115501921408796,0.0024177576262487902,0.5874757617464935,0.777151291191795,37.9,
0.0012,1.4,6.0,12,0.03,4,kmeans,0.7368290965921283,0.004322405736204663,0.004115501921408796,0.0024177576262487902,0.5874757617464935,0.777151291191795,0.6,
0.0005,1.6,2.0,8,0.3,2,jump,0.5015645445607894,0.0046979570179734986,0.004190702208772898,0.001013529734462146,0.24185200569498902,1.6885335601555225,37.2,
0.0005,1.6,2.0,8,0.3,2,kmeans,0.5001608735536968,0.0046979570179734986,0.004190702208772898,0.001013529734462146,0.24185200569498902,1.6885335601555225,0.5,
0.0012,0.8,2.75,12,0.03,1,jump,0.5054284572297258,0.004881717065120064,0.0032221030965259956,0.002376363928908026,0.7375195199278918,8.169859909282009,36.4,
0.0012,0.8,2.75,12,0.03,1,kmeans,0.5065892703851368,0.004881717065120064,0.0032221030965259956,0.002376363928908026,0.7375195199278918,8.169859909282009,0.3,
0.0008,1.4,2.0,20,0.3,3,jump,0.5033228478178761,0.005548881492420617,0.004188124109193805,0.0016292590242258246,0.38901880215279716,10.641330791793619,36.5,
0.0008,1.4,2.0,20,0.3,3,kmeans,0.5013392535790839,0.005548881492420617,0.004188124109193805,0.0016292590242258246,0.38901880215279716,10.641330791793619,0.4,
0.001,1.4,2.75,20,100,7,jump,0.5062438844120095,0.004905001061054884,0.004135974184276457,0.001980583876974769,0.4788675626903727,5.849323222831179,36.3,
0.001,1.4,2.75,20,100,7,kmeans,0.6974304279249313,0.004905001061054884,0.004135974184276457,0.001980583876974769,0.4788675626903727,5.849323222831179,0.6,
0.0014,1.6,2.75,8,30,8,jump,0.7911420128747437,0.00473817096042558,0.004417222951838937,0.002804888143757182,0.6349890359483615,1.0596799934839973,36.5,
0.0014,1.6,2.75,8,30,8,kmeans,0.7591255851968737,0.00473817096042558,0.004417222951838937,0.002804888143757182,0.6349890359483615,1.0596799934839973,0.5,
0.0012,0.8,2.0,8,30,4,jump,0.7498100787745335,0.005172865187512333,0.003399701240961388,0.002416135300674493,0.7106904781995619,3.8937422749195134,37.5,
0.0012,0.8,2.0,8,30,4,kmeans,0.5067974708708408,0.005172865187512333,0.003399701240961388,0.002416135300674493,0.7106904781995619,3.8937422749195134,0.4,
0.0016,1.6,4.0,20,0.03,0,jump,0.7891404406294187,0.004673174655961882,0.004464348911839317,0.0032068086021912754,0.7183149582432764,1.274787264439735,37.1,
0.0016,1.6,4.0,20,0.03,0,kmeans,0.7885751372411969,0.004673174655961882,0.004464348911839317,0.0032068086021912754,0.7183149582432764,1.274787264439735,0.4,
0.0014,1.1,6.0,8,100,5,jump,0.7934562073057413,0.0040838109962000385,0.0038068525470442813,0.0028211136612574933,0.7410619734793417,1.1179748261727154,36.9,
0.0014,1.1,6.0,8,100,5,kmeans,0.7892282869656153,0.0040838109962000385,0.0038068525470442813,0.0028211136612574933,0.7410619734793417,1.1179748261727154,0.4,
0.0012,1.4,4.0,12,30,9,jump,0.7591431590510129,0.004555171005387173,0.004185462958718278,0.0023853342954225504,0.5699093072736249,1.6807911128082704,36.1,
0.0012,1.4,4.0,12,30,9,kmeans,0.7220674578908477,0.004555171005387173,0.004185462958718278,0.0023853342954225504,0.5699093072736249,1.6807911128082704,0.4,
0.0018,1.4,6.0,8,0.03,0,jump,0.8113044200987641,0.004529738080689533,0.004396155525213189,0.003626599581905229,0.824947971268455,0.5050286155899362,37.4,
0.0018,1.4,6.0,8,0.03,0,kmeans,0.8110513028368591,0.004529738080689533,0.004396155525213189,0.003626599581905229,0.824947971268455,0.5050286155899362,0.3,
0.0012,1.6,2.0,8,0.03,7,jump,0.7215757568617285,0.00483016239309223,0.004343053659731394,0.002350952753330726,0.5413133102933215,1.5357529227471147,37.2,
0.0012,1.6,2.0,8,0.03,7,kmeans,0.7215467088988683,0.00483016239309223,0.004343053659731394,0.002350952753330726,0.5413133102933215,1.5357529227471147,0.4,
0.002,1.4,6.0,12,0.03,6,jump,0.8290789190725252,0.00462137209507325,0.004495616613546636,0.004018270819625132,0.8938197282029968,0.57080441018701,38.2,
0.002,1.4,6.0,12,0.03,6,kmeans,0.8285279365042792,0.00462137209507325,0.004495616613546636,0.004018270819625132,0.8938197282029968,0.57080441018701,0.4,
0.0016,0.8,2.75,8,0.03,3,jump,0.8007888992107484,0.0046009565442466,0.0034996839493811496,0.003216589059270976,0.9191084411607415,3.8456576192284135,38.0,
0.0016,0.8,2.75,8,0.03,3,kmeans,0.8006481480999311,0.0046009565442466,0.0034996839493811496,0.003216589059270976,0.9191084411607415,3.8456576192284135,0.3,
0.0014,1.6,2.0,20,3,1,jump,0.7496706477880988,0.005198718710745434,0.004444523096361887,0.0027715533099540103,0.6235884592933482,6.511946039914772,38.3,
0.0014,1.6,2.0,20,3,1,kmeans,0.7400624717910893,0.005198718710745434,0.004444523096361887,0.0027715533099540103,0.6235884592933482,6.511946039914772,0.3,
0.0016,1.6,6.0,8,100,3,jump,0.8008395015133423,0.004520877297582678,0.004416809173058414,0.0032107876926589785,0.7269473429470517,0.3136686637467747,37.3,
0.0016,1.6,6.0,8,100,3,kmeans,0.7931033377731438,0.004520877297582678,0.004416809173058414,0.0032107876926589785,0.7269473429470517,0.3136686637467747,0.4,
0.0012,1.4,2.0,8,100,5,jump,0.7304828761881708,0.005034480645563676,0.004297069431774152,0.0024289020052452696,0.5652461622530583,2.018911541673175,36.8,
0.0012,1.4,2.0,8,100,5,kmeans,0.7153273949609968,0.005034480645563676,0.004297069431774152,0.0024289020052452696,0.5652461622530583,2.018911541673175,0.5,
0.0012,1.4,2.0,12,0.03,6,jump,0.7156657136676319,0.005291876335292938,0.004312543619091947,0.0023838220022355068,0.5527647283802886,4.157030001664927,38.3,
0.0012,1.4,2.0,12,0.03,6,kmeans,0.7143935815611008,0.005291876335292938,0.004312543619091947,0.0023838220022355068,0.5527647283802886,4.157030001664927,0.4,
0.001,1.1,2.0,20,30,0,jump,0.5071073614450975,0.006348134620917915,0.004007572496693959,0.0019800395277817257,0.4940745374949939,12.878395725689199,35.7,
0.001,1.1,2.0,20,30,0,kmeans,0.5156331209371898,0.006348134620917915,0.004007572496693959,0.0019800395277817257,0.4940745374949939,12.878395725689199,0.4,
0.0014,1.6,6.0,12,3,1,jump,0.7693606038255453,0.0044301260257108505,0.004319503581270761,0.0027694834875571324,0.6411578172004603,0.3722970394856331,38.0,
0.0014,1.6,6.0,12,3,1,kmeans,0.7540321552292681,0.0044301260257108505,0.004319503581270761,0.0027694834875571324,0.6411578172004603,0.3722970394856331,0.5,
0.0005,0.8,2.0,20,100,9,jump,0.5041002625527204,0.006904079497677267,0.0031671504887116407,0.0009837581165734648,0.3106130005756834,15.775688807872314,34.5,
0.0005,0.8,2.0,20,100,9,kmeans,0.5083825482106085,0.006904079497677267,0.0031671504887116407,0.0009837581165734648,0.3106130005756834,15.775688807872314,0.3,
0.0012,1.6,6.0,12,0.3,6,jump,0.7352269148944341,0.004407779637536814,0.004287754085282469,0.0024415029326087193,0.5694130036489436,0.3931346995683631,36.9,
0.0012,1.6,6.0,12,0.3,6,kmeans,0.7329797028486287,0.004407779637536814,0.004287754085282469,0.0024415029326087193,0.5694130036489436,0.3931346995683631,0.4,
0.0014,1.4,2.75,20,0.03,6,jump,0.7388777844340504,0.0050742471755872735,0.004337016950497165,0.002823275639503137,0.6509717789273332,6.088759411026826,36.5,
0.0014,1.4,2.75,20,0.03,6,kmeans,0.7389905890545276,0.0050742471755872735,0.004337016950497165,0.002823275639503137,0.6509717789273332,6.088759411026826,0.3,
0.001,1.4,4.0,8,100,4,jump,0.730013865320086,0.00446607601102322,0.004102363341716938,0.002000986126667586,0.4877642373408409,1.188846284426841,35.2,
0.001,1.4,4.0,8,100,4,kmeans,0.7057500854800606,0.00446607601102322,0.004102363341716938,0.002000986126667586,0.4877642373408409,1.188846284426841,0.4,
