loc,alpha,k,clip_factor,rep,model,bac,sd,mad,d_med,cdist_mad,kurt,secs,error
0.0008,0.8,6.0,8,4,kmeans,0.7295134922816198,0.0031294808933857348,0.0026567842582988937,0.001588510268716968,0.5979071367029521,2.753514381174247,0.5,
0.0012,1.1,4.0,20,0,vae,0.7385222553763946,0.00450058495161974,0.0037941725242280648,0.0023915334172307677,0.6303175203445267,5.293284738318157,929.4,
0.0012,1.1,4.0,20,0,jump,0.7468265904107918,0.00450058495161974,0.0037941725242280648,0.0023915334172307677,0.6303175203445267,5.293284738318157,34.9,
0.0012,1.1,4.0,20,0,kmeans,0.740873700383692,0.00450058495161974,0.0037941725242280648,0.0023915334172307677,0.6303175203445267,5.293284738318157,0.5,
0.0005,0.8,6.0,12,3,vae,0.6551508958059633,0.0031238517429523155,0.0025627412182285094,0.0010000513905810045,0.3902272236727391,3.9915680288185236,920.1,
0.0005,0.8,6.0,12,3,jump,0.5123162579620264,0.0031238517429523155,0.0025627412182285094,0.0010000513905810045,0.3902272236727391,3.9915680288185236,33.2,
0.0005,0.8,6.0,12,3,kmeans,0.6561172365522754,0.0031238517429523155,0.0025627412182285094,0.0010000513905810045,0.3902272236727391,3.9915680288185236,0.6,
0.001,1.1,2.0,12,1,vae,0.5427909547510736,0.0057409780917577705,0.00396106061334712,0.0019941874961805998,0.5034478617825288,5.799774886818502,930.1,
0.001,1.1,2.0,12,1,jump,0.5227076310151858,0.0057409780917577705,0.00396106061334712,0.0019941874961805998,0.5034478617825288,5.799774886818502,32.7,
0.001,1.1,2.0,12,1,kmeans,0.5130873587851084,0.0057409780917577705,0.00396106061334712,0.0019941874961805998,0.5034478617825288,5.799774886818502,1.0,
0.0016,1.6,6.0,8,5,vae,0.7843574111821735,0.00451424613305669,0.004439470740910109,0.0031921437260109386,0.7190370006485359,0.30866172103919043,933.4,
0.0016,1.6,6.0,8,5,jump,0.7873873947432628,0.00451424613305669,0.004439470740910109,0.0031921437260109386,0.7190370006485359,0.30866172103919043,33.5,
0.0016,1.6,6.0,8,5,kmeans,0.7867308309302554,0.00451424613305669,0.004439470740910109,0.0031921437260109386,0.7190370006485359,0.30866172103919043,0.4,
0.0011,1.6,2.75,20,2,vae,0.7132246301320797,0.004760171429314029,0.004286970563113708,0.0022187502479263446,0.5175566790724181,3.764949246955103,932.9,
0.0011,1.6,2.75,20,2,jump,0.7150704259057082,0.004760171429314029,0.004286970563113708,0.0022187502479263446,0.5175566790724181,3.764949246955103,33.9,
0.0011,1.6,2.75,20,2,kmeans,0.7157599361369893,0.004760171429314029,0.004286970563113708,0.0022187502479263446,0.5175566790724181,3.764949246955103,0.5,
0.001,0.8,2.75,20,1,vae,0.5392954935748842,0.005194944238963833,0.003107288007295453,0.0019769079825211885,0.6362165263984866,16.824423828893575,951.9,
0.001,0.8,2.75,20,1,jump,0.5011297371422521,0.005194944238963833,0.003107288007295453,0.0019769079825211885,0.6362165263984866,16.824423828893575,33.1,
0.001,0.8,2.75,20,1,kmeans,0.5014038083684141,0.005194944238963833,0.003107288007295453,0.0019769079825211885,0.6362165263984866,16.824423828893575,0.5,
0.001,1.6,6.0,12,5,vae,0.6710816620654367,0.004343698667442889,0.004235984998725294,0.0019923140145847377,0.47033075310329736,0.4525986641742543,946.2,
0.001,1.6,6.0,12,5,jump,0.7059989375865733,0.004343698667442889,0.004235984998725294,0.0019923140145847377,0.47033075310329736,0.4525986641742543,33.3,
0.001,1.6,6.0,12,5,kmeans,0.6931774118353753,0.004343698667442889,0.004235984998725294,0.0019923140145847377,0.47033075310329736,0.4525986641742543,0.5,
0.001,1.1,4.0,8,5,vae,0.6904067477661461,0.0042866586919849585,0.0037284773203393657,0.002013956429103365,0.5401552044093043,2.0274590271631805,947.2,
0.001,1.1,4.0,8,5,jump,0.7261886350581062,0.0042866586919849585,0.0037284773203393657,0.002013956429103365,0.5401552044093043,2.0274590271631805,33.2,
0.001,1.1,4.0,8,5,kmeans,0.7118111523311297,0.0042866586919849585,0.0037284773203393657,0.002013956429103365,0.5401552044093043,2.0274590271631805,0.5,
0.0016,1.6,6.0,12,1,vae,0.777669665401885,0.004496841748189738,0.004398299002375698,0.0031694834875571325,0.720615739367689,0.3398341970878138,946.2,
0.0016,1.6,6.0,12,1,jump,0.7822383295888539,0.004496841748189738,0.004398299002375698,0.0031694834875571325,0.720615739367689,0.3398341970878138,32.8,
0.0016,1.6,6.0,12,1,kmeans,0.7797397871149024,0.004496841748189738,0.004398299002375698,0.0031694834875571325,0.720615739367689,0.3398341970878138,0.3,
0.0014,1.6,2.75,12,4,vae,0.7315799624892322,0.004793456094088683,0.004408901438938328,0.0027380479857310744,0.6210272612468293,1.84114352485593,944.2,
0.0014,1.6,2.75,12,4,jump,0.7525466414150783,0.004793456094088683,0.004408901438938328,0.0027380479857310744,0.6210272612468293,1.84114352485593,34.1,
0.0014,1.6,2.75,12,4,kmeans,0.7378727177784398,0.004793456094088683,0.004408901438938328,0.0027380479857310744,0.6210272612468293,1.84114352485593,0.5,
0.002,0.8,4.0,12,2,vae,0.8107565896130646,0.0042230955399382,0.0036695900646336976,0.003980242849959263,1.0846559915014853,4.8367671532158365,966.5,
0.002,0.8,4.0,12,2,jump,0.824501708242735,0.0042230955399382,0.0036695900646336976,0.003980242849959263,1.0846559915014853,4.8367671532158365,34.8,
0.002,0.8,4.0,12,2,kmeans,0.8432598776106964,0.0042230955399382,0.0036695900646336976,0.003980242849959263,1.0846559915014853,4.8367671532158365,0.6,
0.0005,1.1,4.0,8,0,vae,0.5683905154521478,0.004223157175077503,0.0035683435390024996,0.0009897258992465022,0.2773628403287571,2.350457053478154,975.1,
0.0005,1.1,4.0,8,0,jump,0.5144121376477311,0.004223157175077503,0.0035683435390024996,0.0009897258992465022,0.2773628403287571,2.350457053478154,31.2,
0.0005,1.1,4.0,8,0,kmeans,0.5065995512847146,0.004223157175077503,0.0035683435390024996,0.0009897258992465022,0.2773628403287571,2.350457053478154,0.5,
0.0011,1.6,2.75,12,3,vae,0.7044550235158002,0.004716191430293473,0.004316822415021599,0.002243163266513065,0.5196329732507288,2.1030823192657913,972.7,
0.0011,1.6,2.75,12,3,jump,0.7375308836277628,0.004716191430293473,0.004316822415021599,0.002243163266513065,0.5196329732507288,2.1030823192657913,32.5,
0.0011,1.6,2.75,12,3,kmeans,0.7072507782019261,0.004716191430293473,0.004316822415021599,0.002243163266513065,0.5196329732507288,2.1030823192657913,0.4,
0.002,0.8,4.0,8,1,vae,0.8354486633417334,0.004112904279221203,0.00363984476605619,0.0039689020998242,1.090404221860414,2.7068644744085635,959.0,
0.002,0.8,4.0,8,1,jump,0.8229057601091266,0.004112904279221203,0.00363984476605619,0.0039689020998242,1.090404221860414,2.7068644744085635,34.7,
0.002,0.8,4.0,8,1,kmeans,0.8472693294127531,0.004112904279221203,0.00363984476605619,0.0039689020998242,1.090404221860414,2.7068644744085635,0.4,
0.0014,0.8,2.0,20,3,vae,0.7088809274243411,0.0070034342254041565,0.003657458584732563,0.0027824046188250915,0.7607480862366467,14.673993367058785,959.9,
0.0014,0.8,2.0,20,3,jump,0.5031884257502489,0.0070034342254041565,0.003657458584732563,0.0027824046188250915,0.7607480862366467,14.673993367058785,33.5,
0.0014,0.8,2.0,20,3,kmeans,0.5047209554900424,0.0070034342254041565,0.003657458584732563,0.0027824046188250915,0.7607480862366467,14.673993367058785,0.4,
0.001,1.6,4.0,20,2,vae,0.6849632658385424,0.004457087784169487,0.004239076056408285,0.0019639632712530252,0.46329984296556037,1.049081129455189,962.6,
0.001,1.6,4.0,20,2,jump,0.7003103848564015,0.004457087784169487,0.004239076056408285,0.0019639632712530252,0.46329984296556037,1.049081129455189,32.8,
0.001,1.6,4.0,20,2,kmeans,0.6936312473142532,0.004457087784169487,0.004239076056408285,0.0019639632712530252,0.46329984296556037,1.049081129455189,0.4,
0.001,1.6,2.75,12,3,vae,0.6895560753026354,0.004693480497226867,0.004287235356000887,0.002043163266513065,0.47656895338233024,2.143778460668032,980.8,
0.001,1.6,2.75,12,3,jump,0.7291931903981685,0.004693480497226867,0.004287235356000887,0.002043163266513065,0.47656895338233024,2.143778460668032,32.8,
0.001,1.6,2.75,12,3,kmeans,0.6895381797327294,0.004693480497226867,0.004287235356000887,0.002043163266513065,0.47656895338233024,2.143778460668032,0.6,
0.0014,1.1,2.75,12,5,vae,0.6902138291134579,0.005118908083768885,0.00401806942650216,0.002778937404836518,0.691610101733772,4.833289225113667,951.3,
0.0014,1.1,2.75,12,5,jump,0.7499374815486517,0.005118908083768885,0.00401806942650216,0.002778937404836518,0.691610101733772,4.833289225113667,33.8,
0.0014,1.1,2.75,12,5,kmeans,0.7430345159486891,0.005118908083768885,0.00401806942650216,0.002778937404836518,0.691610101733772,4.833289225113667,0.5,
0.002,1.6,2.0,20,0,vae,0.7978859388981743,0.005358331474497583,0.004734368221502306,0.003986496535059114,0.8420334770230699,5.042450590035102,968.7,
0.002,1.6,2.0,20,0,jump,0.8037317556666068,0.005358331474497583,0.004734368221502306,0.003986496535059114,0.8420334770230699,5.042450590035102,33.8,
0.002,1.6,2.0,20,0,kmeans,0.8065107684155476,0.005358331474497583,0.004734368221502306,0.003986496535059114,0.8420334770230699,5.042450590035102,0.3,
0.0016,1.6,4.0,8,5,vae,0.7793667817454447,0.00462497668127111,0.004444314455203582,0.003149541915939694,0.7086676578998778,0.5634337193452028,926.9,
0.0016,1.6,4.0,8,5,jump,0.7841929100073709,0.00462497668127111,0.004444314455203582,0.003149541915939694,0.7086676578998778,0.5634337193452028,34.2,
0.0016,1.6,4.0,8,5,kmeans,0.7829814849324929,0.00462497668127111,0.004444314455203582,0.003149541915939694,0.7086676578998778,0.5634337193452028,0.4,
0.002,0.8,6.0,8,5,vae,0.8609905836485672,0.0036526307975051357,0.0035374606451992405,0.003993834891964282,1.1290118230387653,1.3311305821193358,921.0,
0.002,0.8,6.0,8,5,jump,0.8421848573746797,0.0036526307975051357,0.0035374606451992405,0.003993834891964282,1.1290118230387653,1.3311305821193358,34.4,
0.002,0.8,6.0,8,5,kmeans,0.8665825029025852,0.0036526307975051357,0.0035374606451992405,0.003993834891964282,1.1290118230387653,1.3311305821193358,0.3,
0.002,1.6,4.0,20,2,vae,0.8114550000409508,0.0047781413728732,0.0046345301226696995,0.003963963271253025,0.8553107146425456,0.7195162810089264,920.5,
0.002,1.6,4.0,20,2,jump,0.80957469850509,0.0047781413728732,0.0046345301226696995,0.003963963271253025,0.8553107146425456,0.7195162810089264,34.1,
0.002,1.6,4.0,20,2,kmeans,0.8179621937848607,0.0047781413728732,0.0046345301226696995,0.003963963271253025,0.8553107146425456,0.7195162810089264,0.4,
0.0016,1.6,2.0,20,4,vae,0.7630449196267302,0.005246793162514525,0.004551172261498954,0.0032037788560568834,0.7039458565784327,6.693335082938303,931.9,
0.0016,1.6,2.0,20,4,jump,0.5022116752454908,0.005246793162514525,0.004551172261498954,0.0032037788560568834,0.7039458565784327,6.693335082938303,35.3,
0.0016,1.6,2.0,20,4,kmeans,0.7667949658037734,0.005246793162514525,0.004551172261498954,0.0032037788560568834,0.7039458565784327,6.693335082938303,0.4,
0.0016,0.8,2.0,20,1,vae,0.5210106865966964,0.006997625648889652,0.003774379967790103,0.003158516854427933,0.8368306533476126,14.317596695757047,932.4,
0.0016,0.8,2.0,20,1,jump,0.5049747284278115,0.006997625648889652,0.003774379967790103,0.003158516854427933,0.8368306533476126,14.317596695757047,34.2,
0.0016,0.8,2.0,20,1,kmeans,0.5031582774287763,0.006997625648889652,0.003774379967790103,0.003158516854427933,0.8368306533476126,14.317596695757047,0.5,
0.0011,0.8,2.0,12,3,vae,0.6029633681789889,0.005955992398344086,0.003421411406699721,0.002183587527173572,0.6382124999343038,7.279217549093779,950.4,
0.0011,0.8,2.0,12,3,jump,0.5269628856495315,0.005955992398344086,0.003421411406699721,0.002183587527173572,0.6382124999343038,7.279217549093779,35.4,
0.0011,0.8,2.0,12,3,kmeans,0.502516475641055,0.005955992398344086,0.003421411406699721,0.002183587527173572,0.6382124999343038,7.279217549093779,0.5,
0.0016,1.1,4.0,20,5,vae,0.7628662332480969,0.004573708029108561,0.004007039281456809,0.0032148025388585833,0.802288750633311,3.8950536027191704,969.2,
0.0016,1.1,4.0,20,5,jump,0.7826448779057071,0.004573708029108561,0.004007039281456809,0.0032148025388585833,0.802288750633311,3.8950536027191704,36.4,
0.0016,1.1,4.0,20,5,kmeans,0.7884913937468101,0.004573708029108561,0.004007039281456809,0.0032148025388585833,0.802288750633311,3.8950536027191704,0.4,
0.0012,0.8,6.0,20,1,vae,0.7836389313049121,0.0032944176260482822,0.0028699726775662246,0.0024096957717521174,0.8396232447047446,3.500801452970687,951.1,
0.0012,0.8,6.0,20,1,jump,0.7803513372405667,0.0032944176260482822,0.0028699726775662246,0.0024096957717521174,0.8396232447047446,3.500801452970687,35.8,
0.0012,0.8,6.0,20,1,kmeans,0.7955627555322983,0.0032944176260482822,0.0028699726775662246,0.0024096957717521174,0.8396232447047446,3.500801452970687,0.5,
0.0016,1.1,6.0,20,3,vae,0.8026589211729287,0.004158089446506525,0.003876025250541974,0.003187928008505335,0.8224734882879248,1.5858224231818774,959.1,
0.0016,1.1,6.0,20,3,jump,0.8101425040154374,0.004158089446506525,0.003876025250541974,0.003187928008505335,0.8224734882879248,1.5858224231818774,36.2,
0.0016,1.1,6.0,20,3,kmeans,0.8089383434626731,0.004158089446506525,0.003876025250541974,0.003187928008505335,0.8224734882879248,1.5858224231818774,0.4,
0.002,1.6,6.0,8,3,vae,0.8254591891077647,0.00467726159731617,0.004604079205880108,0.004010787692658979,0.8711378569544578,0.23204488436822368,956.1,
0.002,1.6,6.0,8,3,jump,0.8251181718486642,0.00467726159731617,0.004604079205880108,0.004010787692658979,0.8711378569544578,0.23204488436822368,35.4,
0.002,1.6,6.0,8,3,kmeans,0.8294511529854317,0.00467726159731617,0.004604079205880108,0.004010787692658979,0.8711378569544578,0.23204488436822368,0.3,
0.0012,1.6,6.0,12,2,vae,0.7383792357973188,0.004369659132188483,0.00425095983909086,0.0024042586207214073,0.5655801775901037,0.42684189941796946,964.5,
0.0012,1.6,6.0,12,2,jump,0.7463614971254715,0.004369659132188483,0.00425095983909086,0.0024042586207214073,0.5655801775901037,0.42684189941796946,35.5,
0.0012,1.6,6.0,12,2,kmeans,0.739755241193278,0.004369659132188483,0.00425095983909086,0.0024042586207214073,0.5655801775901037,0.42684189941796946,0.6,
0.0008,1.6,2.75,8,1,vae,0.6053689455639597,0.004599418840024122,0.004241045582204696,0.0015755165905747192,0.37149249165949577,1.2425496305047492,975.6,
0.0008,1.6,2.75,8,1,jump,0.6810147250776852,0.004599418840024122,0.004241045582204696,0.0015755165905747192,0.37149249165949577,1.2425496305047492,35.3,
0.0008,1.6,2.75,8,1,kmeans,0.6588812149012264,0.004599418840024122,0.004241045582204696,0.0015755165905747192,0.37149249165949577,1.2425496305047492,0.6,
0.002,0.8,6.0,8,3,vae,0.8602711398154138,0.0036610655610066966,0.003529137100741586,0.003999594753947308,1.1333067091972322,1.5774257033437769,959.4,
0.002,0.8,6.0,8,3,jump,0.8489405201728437,0.0036610655610066966,0.003529137100741586,0.003999594753947308,1.1333067091972322,1.5774257033437769,35.1,
0.002,0.8,6.0,8,3,kmeans,0.8689274983667663,0.0036610655610066966,0.003529137100741586,0.003999594753947308,1.1333067091972322,1.5774257033437769,0.4,
0.001,0.8,2.0,20,2,vae,0.5093241809711576,0.006985432043855423,0.003369180509302004,0.0020107342792118382,0.5968021819134897,15.238986309921415,991.7,
0.001,0.8,2.0,20,2,jump,0.5068843920762209,0.006985432043855423,0.003369180509302004,0.0020107342792118382,0.5968021819134897,15.238986309921415,37.7,
0.001,0.8,2.0,20,2,kmeans,0.5011896812800595,0.006985432043855423,0.003369180509302004,0.0020107342792118382,0.5968021819134897,15.238986309921415,0.9,
0.0012,1.1,2.75,8,4,vae,0.7144337009526259,0.004785940461770249,0.003916242998910014,0.002421986731325044,0.6184464886369774,2.5613109955443987,982.9,
0.0012,1.1,2.75,8,4,jump,0.7318992794940429,0.004785940461770249,0.003916242998910014,0.002421986731325044,0.6184464886369774,2.5613109955443987,37.3,
0.0012,1.1,2.75,8,4,kmeans,0.7173193108812245,0.004785940461770249,0.003916242998910014,0.002421986731325044,0.6184464886369774,2.5613109955443987,0.6,
0.002,1.6,2.0,8,5,vae,0.784213402611142,0.005092260305819544,0.00474185345940598,0.004002975445249773,0.8441794921581638,1.214438286869802,967.3,
0.002,1.6,2.0,8,5,jump,0.7951739437823839,0.005092260305819544,0.00474185345940598,0.004002975445249773,0.8441794921581638,1.214438286869802,37.5,
0.002,1.6,2.0,8,5,kmeans,0.808074518151644,0.005092260305819544,0.00474185345940598,0.004002975445249773,0.8441794921581638,1.214438286869802,0.4,
0.002,1.6,2.0,12,1,vae,0.7924628331733059,0.005269253530775423,0.004736258410803535,0.003969591444799051,0.8381281383938646,2.7130012244504575,989.8,
0.002,1.6,2.0,12,1,jump,0.788940348071958,0.005269253530775423,0.004736258410803535,0.003969591444799051,0.8381281383938646,2.7130012244504575,36.6,
0.002,1.6,2.0,12,1,kmeans,0.803193807737189,0.005269253530775423,0.004736258410803535,0.003969591444799051,0.8381281383938646,2.7130012244504575,0.6,
0.0011,1.1,2.0,20,5,vae,0.5285244636861455,0.006373400079434342,0.004033600680978548,0.002184347243708591,0.5415378012031351,12.839385289646689,981.6,
0.0011,1.1,2.0,20,5,jump,0.5029127114340404,0.006373400079434342,0.004033600680978548,0.002184347243708591,0.5415378012031351,12.839385289646689,36.6,
0.0011,1.1,2.0,20,5,kmeans,0.5020125978281682,0.006373400079434342,0.004033600680978548,0.002184347243708591,0.5415378012031351,12.839385289646689,0.5,
0.0008,1.1,2.75,8,5,vae,0.610243043881709,0.004721012645839194,0.0037603810664553114,0.0015784424061691992,0.41975597107691626,2.751144639326956,1000.0,
0.0008,1.1,2.75,8,5,jump,0.6735594259893605,0.004721012645839194,0.0037603810664553114,0.0015784424061691992,0.41975597107691626,2.751144639326956,36.8,
0.0008,1.1,2.75,8,5,kmeans,0.5244402317201171,0.004721012645839194,0.0037603810664553114,0.0015784424061691992,0.41975597107691626,2.751144639326956,0.7,
0.0011,0.8,2.75,12,2,vae,0.6042080719563095,0.00480936686269998,0.0031521639257589564,0.0022106086314068324,0.7012987533237433,7.950892098008373,914.4,
0.0011,0.8,2.75,12,2,jump,0.5124314046097278,0.00480936686269998,0.0031521639257589564,0.0022106086314068324,0.7012987533237433,7.950892098008373,34.6,
0.0011,0.8,2.75,12,2,kmeans,0.5147141150348011,0.00480936686269998,0.0031521639257589564,0.0022106086314068324,0.7012987533237433,7.950892098008373,0.6,
0.0005,0.8,4.0,20,4,vae,0.6244110300756536,0.003817622187745544,0.0026845226666800752,0.0010025670332413955,0.37346193633792674,13.051330763072212,960.6,
0.0005,0.8,4.0,20,4,jump,0.503490884401541,0.003817622187745544,0.0026845226666800752,0.0010025670332413955,0.37346193633792674,13.051330763072212,36.5,
0.0005,0.8,4.0,20,4,kmeans,0.5024857957814415,0.003817622187745544,0.0026845226666800752,0.0010025670332413955,0.37346193633792674,13.051330763072212,0.7,
0.0005,0.8,2.0,8,5,vae,0.5039778865593495,0.0050939212499797075,0.0030860076124222878,0.0009928119924323777,0.3217140451747278,4.2168245039768895,942.1,
0.0005,0.8,2.0,8,5,jump,0.5220363132140792,0.0050939212499797075,0.0030860076124222878,0.0009928119924323777,0.3217140451747278,4.2168245039768895,35.7,
0.0005,0.8,2.0,8,5,kmeans,0.5024836875672013,0.0050939212499797075,0.0030860076124222878,0.0009928119924323777,0.3217140451747278,4.2168245039768895,0.5,
0.0005,0.8,2.75,12,0,vae,0.5186091732921018,0.004747230414780905,0.0028837005827020198,0.0010127809457652905,0.35120877383751037,9.259441979932442,935.9,
0.0005,0.8,2.75,12,0,jump,0.5041478957913786,0.004747230414780905,0.0028837005827020198,0.0010127809457652905,0.35120877383751037,9.259441979932442,35.5,
0.0005,0.8,2.75,12,0,kmeans,0.5018287338267533,0.004747230414780905,0.0028837005827020198,0.0010127809457652905,0.35120877383751037,9.259441979932442,0.6,
0.0016,1.1,6.0,8,4,vae,0.7882575751663203,0.004141059900941866,0.0038828122260030394,0.003197075875332041,0.8233918328373828,1.0063767014521812,941.1,
0.0016,1.1,6.0,8,4,jump,0.7955085015988763,0.004141059900941866,0.0038828122260030394,0.003197075875332041,0.8233918328373828,1.0063767014521812,36.8,
0.0016,1.1,6.0,8,4,kmeans,0.8001939155647113,0.004141059900941866,0.0038828122260030394,0.003197075875332041,0.8233918328373828,1.0063767014521812,0.6,
0.002,1.6,2.0,20,1,vae,0.7854980743027075,0.005390206879547108,0.004739979591871584,0.0039715533099540104,0.8378840526580917,5.570536025113762,953.0,
0.002,1.6,2.0,20,1,jump,0.7831439312363269,0.005390206879547108,0.004739979591871584,0.0039715533099540104,0.8378840526580917,5.570536025113762,34.5,
0.002,1.6,2.0,20,1,kmeans,0.800558399737801,0.005390206879547108,0.004739979591871584,0.0039715533099540104,0.8378840526580917,5.570536025113762,0.3,
0.0012,0.8,2.75,8,5,vae,0.6583271775472788,0.00446949297216906,0.003211718038646562,0.0024060466883355927,0.7491463009466159,4.298784288671229,974.8,
0.0012,0.8,2.75,8,5,jump,0.7363525662823662,0.00446949297216906,0.003211718038646562,0.0024060466883355927,0.7491463009466159,4.298784288671229,35.3,
0.0012,0.8,2.75,8,5,kmeans,0.7410441718074284,0.00446949297216906,0.003211718038646562,0.0024060466883355927,0.7491463009466159,4.298784288671229,0.5,
0.0005,1.1,2.75,20,3,vae,0.5727019494534571,0.005146143045927488,0.0036961831916399786,0.0009759741305541286,0.26404917720571464,11.341388467909871,989.1,
0.0005,1.1,2.75,20,3,jump,0.5027004384945385,0.005146143045927488,0.0036961831916399786,0.0009759741305541286,0.26404917720571464,11.341388467909871,35.2,
0.0005,1.1,2.75,20,3,kmeans,0.5063708228865733,0.005146143045927488,0.0036961831916399786,0.0009759741305541286,0.26404917720571464,11.341388467909871,0.5,
0.0008,0.8,2.75,20,4,vae,0.6490999588999302,0.0051608515321076905,0.002988153431256916,0.0015925901403199944,0.5329679940999879,18.03203522047824,960.0,
0.0008,0.8,2.75,20,4,jump,0.5036563212879991,0.0051608515321076905,0.002988153431256916,0.0015925901403199944,0.5329679940999879,18.03203522047824,33.8,
0.0008,0.8,2.75,20,4,kmeans,0.500435985330449,0.0051608515321076905,0.002988153431256916,0.0015925901403199944,0.5329679940999879,18.03203522047824,0.5,
0.0016,1.1,2.0,20,2,vae,0.5698824887041755,0.006437199380592911,0.004283162740151677,0.003198281507550879,0.7467102469792264,12.338968276810533,975.6,
0.0016,1.1,2.0,20,2,jump,0.5016533965235292,0.006437199380592911,0.004283162740151677,0.003198281507550879,0.7467102469792264,12.338968276810533,35.4,
0.0016,1.1,2.0,20,2,kmeans,0.742630504707849,0.006437199380592911,0.004283162740151677,0.003198281507550879,0.7467102469792264,12.338968276810533,0.4,
0.0011,1.1,2.75,20,0,vae,0.6939331459302873,0.005247164351977483,0.0038814964889020416,0.002186627368684504,0.5633464760142125,10.649065628272243,985.0,
0.0011,1.1,2.75,20,0,jump,0.5011310969744887,0.005247164351977483,0.0038814964889020416,0.002186627368684504,0.5633464760142125,10.649065628272243,33.8,
0.0011,1.1,2.75,20,0,kmeans,0.6936390371073817,0.005247164351977483,0.0038814964889020416,0.002186627368684504,0.5633464760142125,10.649065628272243,0.6,
0.0008,1.6,2.75,8,5,vae,0.63033920382392,0.004553390447764333,0.0042268690880327316,0.0016651348638215095,0.3939404862421458,1.1234582203653414,982.4,
0.0008,1.6,2.75,8,5,jump,0.684481503503915,0.004553390447764333,0.0042268690880327316,0.0016651348638215095,0.3939404862421458,1.1234582203653414,35.2,
0.0008,1.6,2.75,8,5,kmeans,0.6624130905472101,0.004553390447764333,0.0042268690880327316,0.0016651348638215095,0.3939404862421458,1.1234582203653414,0.6,
0.0008,0.8,2.0,20,0,vae,0.5076466243126886,0.006900414416316113,0.0032624038039284664,0.0016121413619170236,0.49415751660654095,15.799113165669915,981.6,
0.0008,0.8,2.0,20,0,jump,0.5031303947107671,0.006900414416316113,0.0032624038039284664,0.0016121413619170236,0.49415751660654095,15.799113165669915,35.4,
0.0008,0.8,2.0,20,0,kmeans,0.5080068348413442,0.006900414416316113,0.0032624038039284664,0.0016121413619170236,0.49415751660654095,15.799113165669915,0.5,
0.001,0.8,4.0,12,1,vae,0.6197861796204966,0.0038479852295902096,0.0028824996022714013,0.0019677184361758483,0.6826430902628025,6.719035305754314,975.3,
0.001,0.8,4.0,12,1,jump,0.7351693954377752,0.0038479852295902096,0.0028824996022714013,0.0019677184361758483,0.6826430902628025,6.719035305754314,34.6,
0.001,0.8,4.0,12,1,kmeans,0.7333831650110986,0.0038479852295902096,0.0028824996022714013,0.0019677184361758483,0.6826430902628025,6.719035305754314,0.5,
0.0008,1.1,4.0,20,4,vae,0.6653828848326734,0.004379402451546665,0.003650035293689905,0.0016118874321290637,0.4416087249664836,4.799829670060703,984.0,
0.0008,1.1,4.0,20,4,jump,0.5010737788478444,0.004379402451546665,0.003650035293689905,0.0016118874321290637,0.4416087249664836,4.799829670060703,33.6,
0.0008,1.1,4.0,20,4,kmeans,0.6678935651875164,0.004379402451546665,0.003650035293689905,0.0016118874321290637,0.4416087249664836,4.799829670060703,0.7,
0.0011,0.8,2.0,20,2,vae,0.5114711733982203,0.007000729638546223,0.0034294225046823303,0.0022107342792118383,0.6446374793987713,15.111755740229324,999.2,
0.0011,0.8,2.0,20,2,jump,0.5069341581755541,0.007000729638546223,0.0034294225046823303,0.0022107342792118383,0.6446374793987713,15.111755740229324,35.1,
0.0011,0.8,2.0,20,2,kmeans,0.5017375783831065,0.007000729638546223,0.0034294225046823303,0.0022107342792118383,0.6446374793987713,15.111755740229324,0.5,
0.0011,1.1,6.0,12,3,vae,0.7335505463626648,0.003989450075901041,0.003638061036368335,0.0021876553464747124,0.6013245310085621,1.710960774603687,990.4,
0.0011,1.1,6.0,12,3,jump,0.7577005528579455,0.003989450075901041,0.003638061036368335,0.0021876553464747124,0.6013245310085621,1.710960774603687,35.3,
0.0011,1.1,6.0,12,3,kmeans,0.7390088654272771,0.003989450075901041,0.003638061036368335,0.0021876553464747124,0.6013245310085621,1.710960774603687,0.6,
0.0011,0.8,4.0,20,4,vae,0.7436244862441239,0.003938600950771437,0.0029605865923408724,0.0022025670332413956,0.743963050747951,11.33007838834348,986.5,
0.0011,0.8,4.0,20,4,jump,0.5035421244097393,0.003938600950771437,0.0029605865923408724,0.0022025670332413956,0.743963050747951,11.33007838834348,35.3,
0.0011,0.8,4.0,20,4,kmeans,0.7512358937888385,0.003938600950771437,0.0029605865923408724,0.0022025670332413956,0.743963050747951,11.33007838834348,0.6,
0.0005,1.6,2.75,8,1,vae,0.5459090364674013,0.004557796044211845,0.0041888386448601924,0.0009755165905747192,0.23288473805781512,1.2872331290899606,1000.9,
0.0005,1.6,2.75,8,1,jump,0.5156921910291153,0.004557796044211845,0.0041888386448601924,0.0009755165905747192,0.23288473805781512,1.2872331290899606,35.2,
0.0005,1.6,2.75,8,1,kmeans,0.5085712816957451,0.004557796044211845,0.0041888386448601924,0.0009755165905747192,0.23288473805781512,1.2872331290899606,0.7,
0.002,0.8,2.0,12,2,vae,0.7291007358352546,0.006224752125656046,0.0041218914477958645,0.00400710432020962,0.9721518314977399,6.527336010094023,950.5,
0.002,0.8,2.0,12,2,jump,0.7722729345091233,0.006224752125656046,0.0041218914477958645,0.00400710432020962,0.9721518314977399,6.527336010094023,37.5,
