loc,alpha,k,rep,sd,mad,d_mean,d_med,cdist,cdist_mad,kurt
0.0005,0.8,4.0,7,0.0037163930479434584,0.0026915715251268554,0.0009757747404290781,0.000987027579629139,0.3667105148107182,0.3667105148107182,7.046363163181532
0.0005,0.8,6.0,5,0.003107881322771494,0.002563959681822615,0.0010008805828670977,0.0010090746924615568,0.3935610608916621,0.3935610608916621,3.6879572435907493
0.0005,0.8,6.0,3,0.0031157257984483697,0.002552492074472409,0.0010033988543061308,0.0009953019502453252,0.38993341456351066,0.38993341456351066,4.002959744081379
0.0005,0.8,6.0,4,0.003069351629395388,0.002553931873176818,0.0009893910567518912,0.0009935024093003716,0.3890089707305156,0.3890089707305156,3.4003262700113694
0.0005,0.8,4.0,9,0.003735262716780616,0.0026922803590922898,0.0010063853679513216,0.0010081915887933852,0.37447496334791075,0.37447496334791075,7.697173272887168
0.0005,0.8,6.0,1,0.0030948774055863577,0.002540704183265512,0.0009920775347176903,0.000994832442509856,0.3915577614514805,0.3915577614514805,4.2362988698051804
0.0005,0.8,6.0,2,0.0031122961840676527,0.0025634404338602105,0.0010136573079615613,0.000986199373787664,0.38471710157999456,0.38471710157999456,3.827578563189048
0.0005,0.8,4.0,8,0.003744199017034331,0.002722162198128368,0.000985319465701177,0.0009643637156046672,0.3542638701939652,0.3542638701939652,7.614730154371321
0.0005,0.8,6.0,6,0.0031057925922981728,0.0025497062321756807,0.0009898825886408395,0.0009659568375241809,0.37885024766163894,0.37885024766163894,4.043009300368918
0.0005,0.8,6.0,7,0.003099942945367771,0.00255156226234559,0.000990578323548805,0.000979648769030634,0.3839407658153975,0.3839407658153975,3.7766065219607468
0.0005,0.8,6.0,8,0.0031137095689785475,0.0025495179736560562,0.0009781807667669283,0.0009788144355977724,0.38392137090688333,0.38392137090688333,4.281108144829746
0.0005,0.8,6.0,9,0.0030989137985559766,0.002549634450730843,0.0009656262948549416,0.0010069586513460497,0.3949423616618487,0.3949423616618487,3.932981688564615
0.0005,1.1,2.0,0,0.005681676274566277,0.0038286266603030773,0.0009463154438748752,0.0009652849803336574,0.2521230367907548,0.2521230367907548,6.2268707410627275
0.0005,1.1,2.0,1,0.005662131561373578,0.0037956261641282564,0.0010156353834801948,0.0009698079416051721,0.25550670684343024,0.25550670684343024,6.113465489005547
0.0005,1.1,2.0,2,0.005638010509136177,0.0037911665850759143,0.0009642182098071746,0.000993875217456473,0.26215551207085025,0.26215551207085025,6.258960097625554
0.0005,1.1,2.0,3,0.005623071520867491,0.003802611672472517,0.001025093906746751,0.0010369735736701319,0.27270036043303775,0.27270036043303775,6.041405427533251
0.0005,1.1,2.0,4,0.005663699658009388,0.0038137198572978127,0.0010842938697472526,0.0010776139746031606,0.2825624363942393,0.2825624363942393,6.045242315154727
0.0005,1.1,2.0,8,0.005647939853825235,0.003786406123721348,0.0009734585586001445,0.0009572358242277133,0.2528085453461407,0.2528085453461407,6.120961363035077
0.0005,1.1,2.0,6,0.0056696766991895225,0.0038529111087415597,0.0009968495189674105,0.001038546180880609,0.2695484405348297,0.2695484405348297,5.87309112696272
0.0005,1.1,2.0,5,0.005682498488509225,0.003812343760780968,0.0010027085625036035,0.0010013887777558894,0.26267011596843837,0.26267011596843837,6.09249036414011
0.0005,1.1,2.0,7,0.005621023481296343,0.003802457976811713,0.0010171913313517277,0.0010041015902204921,0.26406645289540104,0.26406645289540104,6.03416957112986
0.0005,1.1,2.0,9,0.005697938631252938,0.0038290871871976924,0.0010265096571704653,0.0009896537608496778,0.2584568364383349,0.2584568364383349,6.078089924497894
0.0005,1.1,2.75,0,0.004916896579368545,0.003693736123648669,0.0010054270122039348,0.001003275687036456,0.2716154195783269,0.2716154195783269,5.48483792317616
