loc,alpha,k,rep,bac
0.001,1.4,4.0,8,0.7125636277364625
0.001,1.4,6.0,3,0.7232658011072541
0.001,1.4,6.0,0,0.7083140209476031
0.001,1.4,6.0,2,0.6910227046915466
0.001,1.4,6.0,1,0.7184573188718415
0.001,1.4,6.0,4,0.7242065643323357
0.001,1.4,6.0,6,0.7252044243732223
0.001,1.4,6.0,5,0.6995494909188948
0.001,1.4,6.0,8,0.7161778574692104
0.001,1.4,6.0,7,0.7325493348767875
0.001,1.6,2.0,1,0.5039501804885039
0.001,1.4,6.0,9,0.7264077964322111
0.001,1.6,2.0,0,0.5069731972414175
0.001,1.6,2.0,2,0.5019867188866202
0.001,1.6,2.0,3,0.5130285557215571
0.001,1.6,2.0,4,0.5002572206386948
0.001,1.6,2.0,6,0.5008670755154131
0.001,1.6,2.0,5,0.6976120593209647
0.001,1.6,2.0,7,0.5026451729173285
0.001,1.6,2.0,8,0.5084070307915659
0.001,1.6,2.0,9,0.502603654814233
0.001,1.6,2.75,0,0.7006996596695031
0.001,1.6,2.75,2,0.7015209165970476
0.001,1.6,2.75,1,0.6838124617234014
0.001,1.6,2.75,4,0.6834686966074812
0.001,1.6,2.75,5,0.7177004144629113
0.001,1.6,2.75,3,0.7176764247827867
0.001,1.6,2.75,7,0.699901628640484
0.001,1.6,2.75,9,0.5072526381843732
0.001,1.6,2.75,8,0.7016998083351581
0.001,1.6,2.75,6,0.699674978687127
0.001,1.6,4.0,0,0.7223571695200578
0.001,1.6,4.0,1,0.7064904524652509
0.001,1.6,4.0,2,0.6889380286410527
0.001,1.6,4.0,5,0.7237245595531075
0.001,1.6,4.0,3,0.745619030295247
0.001,1.6,4.0,4,0.7024897961242023
0.001,1.6,4.0,7,0.7130921537930894
0.001,1.6,4.0,6,0.6968886245580619
0.001,1.6,4.0,8,0.685609723709445
0.001,1.6,4.0,9,0.709440225321231
0.001,1.6,6.0,0,0.7188248174144836
0.001,1.6,6.0,1,0.7027071429636977
0.001,1.6,6.0,3,0.7379413401043948
0.001,1.6,6.0,4,0.7176883069800999
0.001,1.6,6.0,2,0.71227409913485
0.001,1.6,6.0,6,0.7311157064993382
0.001,1.6,6.0,5,0.7226103942969083
0.001,1.6,6.0,7,0.7203676992223151
0.001,1.6,6.0,8,0.7172884231417465
0.001,1.6,6.0,9,0.7060551678892992
0.0011,0.8,2.0,3,0.5349798305811275
0.0011,0.8,2.0,0,0.5167565398096485
0.0011,0.8,2.0,2,0.5332449443808214
0.0011,0.8,2.0,1,0.5206067884720318
0.0011,0.8,2.0,4,0.5355793967178939
0.0011,0.8,2.0,5,0.5242268604882747
0.0011,0.8,2.0,8,0.5241624922015501
0.0011,0.8,2.0,6,0.5478493999114203
0.0011,0.8,2.0,7,0.5345301985657429
0.0011,0.8,2.0,9,0.538823571223684
0.0011,0.8,2.75,0,0.5087233593244006
0.0011,0.8,2.75,2,0.5001725488116032
0.0011,0.8,2.75,3,0.5095992658149671
0.0011,0.8,2.75,1,0.5117106894011415
0.0011,0.8,2.75,4,0.5053097496017568
0.0011,0.8,2.75,5,0.5063727595020041
0.0011,0.8,2.75,8,0.5038506320045736
0.0011,0.8,2.75,7,0.5088011119794611
0.0011,0.8,2.75,6,0.5073326203441293
0.0011,0.8,2.75,9,0.5029394650305719
0.0011,0.8,4.0,0,0.7393992146767215
0.0011,0.8,4.0,2,0.7399748760450118
0.0011,0.8,4.0,1,0.7467020981241423
0.0011,0.8,4.0,4,0.7617034540108069
0.0011,0.8,4.0,3,0.7645780997720784
0.0011,0.8,4.0,6,0.7502996122721186
0.0011,0.8,4.0,5,0.7576639536380456
0.0011,0.8,4.0,7,0.7615320688057328
0.0011,0.8,4.0,8,0.7400873372393109
0.0011,0.8,4.0,9,0.7498379281960474
0.0011,0.8,6.0,0,0.7880143456757964
0.0011,0.8,6.0,1,0.7735963614691014
0.0011,0.8,6.0,6,0.7889363148314554
0.0011,0.8,6.0,4,0.7880460512894771
0.0011,0.8,6.0,2,0.7794104171761154
0.0011,0.8,6.0,5,0.7746806996174926
0.0011,0.8,6.0,3,0.7884413565478898
0.0011,1.1,2.0,0,0.5116574497262639
0.0011,0.8,6.0,7,0.7870566425057142
0.0011,0.8,6.0,9,0.7789402128941918
0.0011,0.8,6.0,8,0.7620221380327465
0.0011,1.1,2.0,1,0.5208887737762391
0.0011,1.1,2.0,5,0.5222239486173577
0.0011,1.1,2.0,3,0.5377917583760381
0.0011,1.1,2.0,2,0.5201363048109733
0.0011,1.1,2.0,6,0.7032755261655517
0.0011,1.1,2.0,4,0.5214649607396076
0.0011,1.1,2.0,7,0.5157056459471991
0.0011,1.1,2.0,8,0.5176071842050403
0.0011,1.1,2.0,9,0.5181822691645456
0.0011,1.1,2.75,0,0.5100902315544503
0.0011,1.1,2.75,2,0.5048990582201961
0.0011,1.1,2.75,1,0.5076347541124466
0.0011,1.1,2.75,3,0.5055419185148508
0.0011,1.1,2.75,6,0.5175147174028248
0.0011,1.1,2.75,5,0.6917281204632098
0.0011,1.1,2.75,4,0.5157409985583957
0.0011,1.1,2.75,7,0.7119106245225858
0.0011,1.1,2.75,8,0.5142293917444547
0.0011,1.1,2.75,9,0.5025380676630471
0.0011,1.1,4.0,2,0.7166963968234058
0.0011,1.1,4.0,1,0.7144039702218157
0.0011,1.1,4.0,0,0.735601475352057
0.0011,1.1,4.0,3,0.744904299058667
0.0011,1.1,4.0,5,0.732106955061641
0.0011,1.1,4.0,4,0.721701337171101
0.0011,1.1,4.0,7,0.7261246057323858
0.0011,1.1,4.0,6,0.739398845776723
0.0011,1.1,4.0,8,0.7118995163543522
0.0011,1.1,6.0,0,0.7594676525262971
0.0011,1.1,4.0,9,0.7315914526624461
0.0011,1.1,6.0,1,0.7352707476635636
0.0011,1.1,6.0,4,0.7488074616018126
0.0011,1.1,6.0,2,0.7349147142660382
0.0011,1.1,6.0,3,0.7648323931165808
0.0011,1.1,6.0,7,0.7530925160535953
0.0011,1.1,6.0,5,0.7557853582267238
0.0011,1.1,6.0,6,0.7509397984941464
0.0011,1.1,6.0,8,0.7331544756145106
0.0011,1.1,6.0,9,0.7424928976769601
0.0011,1.4,2.0,0,0.6735383462272593
0.0011,1.4,2.0,1,0.5267644414490342
0.0011,1.4,2.0,2,0.5096197324998909
0.0011,1.4,2.0,4,0.5100031982730366
0.0011,1.4,2.0,3,0.6572809192686879
0.0011,1.4,2.0,6,0.6823788302368865
0.0011,1.4,2.0,5,0.6662056631310521
0.0011,1.4,2.75,1,0.7096879200883424
0.0011,1.4,2.0,7,0.5070245928699338
0.0011,1.4,2.0,8,0.5050707937303278
0.0011,1.4,2.75,0,0.718217031863043
0.0011,1.4,2.75,2,0.7058474971712125
0.0011,1.4,2.0,9,0.5064270405328394
0.0011,1.4,2.75,5,0.7056853847390299
0.0011,1.4,2.75,4,0.6899199447164237
0.0011,1.4,2.75,3,0.719840256552172
0.0011,1.4,2.75,6,0.6960925919525663
0.0011,1.4,2.75,7,0.7159807705791893
0.0011,1.4,4.0,0,0.7299961907610293
0.0011,1.4,2.75,9,0.7184730018471663
0.0011,1.4,2.75,8,0.7075330993930852
0.0011,1.4,4.0,3,0.754977361853711
0.0011,1.4,4.0,1,0.7112845728275323
0.0011,1.4,4.0,2,0.7165843943492711
0.0011,1.4,4.0,5,0.7312651172977428
0.0011,1.4,4.0,4,0.7367498101588215
0.0011,1.4,4.0,7,0.7264149751600596
0.0011,1.4,6.0,1,0.7293173949604492
0.0011,1.4,4.0,6,0.7244211122887594
0.0011,1.4,4.0,9,0.7046843213870064
0.0011,1.4,6.0,3,0.7431402284840671
0.0011,1.4,4.0,8,0.7283107690664907
0.0011,1.4,6.0,0,0.7299252821132265
0.0011,1.4,6.0,2,0.7216809969332223
0.0011,1.4,6.0,4,0.7382727220369337
0.0011,1.4,6.0,5,0.7178697586163394
0.0011,1.4,6.0,6,0.7461544024843257
0.0011,1.4,6.0,8,0.7281139321748882
0.0011,1.4,6.0,7,0.7453573976896335
0.0011,1.4,6.0,9,0.7366899006273113
0.0011,1.6,2.0,0,0.685556076510471
0.0011,1.6,2.0,1,0.5039479093181926
0.0011,1.6,2.0,2,0.6935977915752158
0.0011,1.6,2.0,4,0.5003750096206343
0.0011,1.6,2.0,3,0.5134659506889825
0.0011,1.6,2.0,6,0.5004199372006277
0.0011,1.6,2.0,5,0.7082186628063725
0.0011,1.6,2.0,7,0.5024096885610565
0.0011,1.6,2.75,0,0.7160440489562188
0.0011,1.6,2.0,9,0.6708412112957263
0.0011,1.6,2.75,2,0.7175386604290088
0.0011,1.6,2.0,8,0.5113132587204163
0.0011,1.6,2.75,3,0.7465551178145381
0.0011,1.6,2.75,1,0.6992005560545294
0.0011,1.6,2.75,4,0.7120611715044799
0.0011,1.6,2.75,5,0.727863785342537
0.0011,1.6,2.75,7,0.7196815682064952
0.0011,1.6,2.75,6,0.7219458909036914
0.0011,1.6,2.75,9,0.7225505815514139
0.0011,1.6,2.75,8,0.7200069192664942
0.0011,1.6,4.0,0,0.7290437909819947
0.0011,1.6,4.0,1,0.720318963158526
0.0011,1.6,4.0,2,0.7059131336211217
0.0011,1.6,4.0,5,0.7387660506718052
0.0011,1.6,4.0,3,0.7521114569341258
0.0011,1.6,4.0,4,0.7148606509916468
0.0011,1.6,4.0,6,0.7115223439552084
0.0011,1.6,4.0,7,0.7350605886206261
0.0011,1.6,4.0,8,0.725276589908029
0.0011,1.6,6.0,0,0.7448114512744294
0.0011,1.6,4.0,9,0.7247859477522447
0.0011,1.6,6.0,1,0.7235625745590446
0.0011,1.6,6.0,2,0.7224880097601356
0.0011,1.6,6.0,4,0.7318341413465381
0.0011,1.6,6.0,5,0.7310469030872748
0.0011,1.6,6.0,3,0.751483369497673
0.0011,1.6,6.0,6,0.7455879792836315
0.0011,1.6,6.0,7,0.7294591956568492
0.0011,1.6,6.0,8,0.7307460824698526
0.0011,1.6,6.0,9,0.728328894619068
0.0012,0.8,2.0,1,0.5196984354067807
0.0012,0.8,2.0,0,0.5178858910788547
0.0012,0.8,2.0,2,0.5389135796009734
0.0012,0.8,2.0,3,0.5412079695952765
0.0012,0.8,2.0,4,0.544146163759344
0.0012,0.8,2.0,5,0.5292126069217612
0.0012,0.8,2.0,6,0.5569679334065523
0.0012,0.8,2.0,7,0.5391282521508641
0.0012,0.8,2.0,8,0.5270702701452961
0.0012,0.8,2.0,9,0.5343748112680947
0.0012,0.8,2.75,0,0.5085823473541545
0.0012,0.8,2.75,6,0.7155854703808668
0.0012,0.8,2.75,2,0.7009802596539357
0.0012,0.8,2.75,3,0.5099110513065488
0.0012,0.8,2.75,1,0.5128715025565523
0.0012,0.8,2.75,4,0.506961536954502
0.0012,0.8,2.75,5,0.5065679195332297
0.0012,0.8,2.75,7,0.5091752791948031
0.0012,0.8,2.75,8,0.5154437434143742
0.0012,0.8,4.0,0,0.7619394711657457
0.0012,0.8,4.0,3,0.7741932182379471
0.0012,0.8,4.0,2,0.7544780714205976
0.0012,0.8,2.75,9,0.5026440577000436
0.0012,0.8,4.0,1,0.7541548034286587
0.0012,0.8,4.0,4,0.7669347776832024
0.0012,0.8,4.0,6,0.7711376657987912
0.0012,0.8,4.0,5,0.771279687859221
0.0012,0.8,4.0,7,0.7749283941918461
0.0012,0.8,4.0,8,0.7563548785703831
0.0012,0.8,4.0,9,0.7641806624944634
0.0012,0.8,6.0,1,0.7803497814388776
0.0012,0.8,6.0,0,0.7973397232215786
0.0012,0.8,6.0,2,0.7933126592766434
0.0012,0.8,6.0,3,0.8028051801536107
0.0012,0.8,6.0,5,0.7837994680248139
0.0012,0.8,6.0,4,0.7953761841084612
0.0012,0.8,6.0,8,0.7704615241352469
0.0012,0.8,6.0,6,0.8033968271340395
0.0012,0.8,6.0,7,0.7971946871010445
0.0012,0.8,6.0,9,0.7864230714846117
0.0012,1.1,2.0,0,0.5123295812741305
0.0012,1.1,2.0,1,0.5221678078497068
0.0012,1.1,2.0,2,0.5204396015107974
0.0012,1.1,2.0,3,0.5379455881742068
0.0012,1.1,2.0,4,0.5245688084769965
0.0012,1.1,2.0,7,0.7324926966087999
0.0012,1.1,2.0,5,0.5241433691377545
0.0012,1.1,2.0,8,0.5341733734061185
0.0012,1.1,2.0,6,0.7110786457813312
0.0012,1.1,2.0,9,0.5178415761824128
0.0012,1.1,2.75,0,0.7126339262325372
0.0012,1.1,2.75,1,0.5036303006576259
0.0012,1.1,2.75,2,0.5054441352609479
0.0012,1.1,2.75,3,0.7342291860301673
0.0012,1.1,2.75,4,0.5170905789266426
0.0012,1.1,2.75,6,0.737163394212627
0.0012,1.1,2.75,5,0.7018079199430818
0.0012,1.1,4.0,0,0.7475213611051
0.0012,1.1,2.75,8,0.7371243137646553
0.0012,1.1,2.75,7,0.720643141433344
0.0012,1.1,2.75,9,0.7081857447332467
0.0012,1.1,4.0,1,0.7245574672172823
0.0012,1.1,4.0,5,0.7396256593655361
0.0012,1.1,4.0,4,0.7449318819073202
0.0012,1.1,4.0,7,0.748461061568948
0.0012,1.1,4.0,3,0.7649690183321538
0.0012,1.1,4.0,2,0.7355202576424913
0.0012,1.1,4.0,8,0.7314499242337719
0.0012,1.1,4.0,6,0.7487670694991666
0.0012,1.1,4.0,9,0.748166471416069
0.0012,1.1,6.0,0,0.7701631686217549
0.0012,1.1,6.0,2,0.7440773716691402
0.0012,1.1,6.0,1,0.7564914824960154
0.0012,1.1,6.0,4,0.7598033612404769
0.0012,1.1,6.0,3,0.7780997901040922
0.0012,1.1,6.0,5,0.7655815432723743
0.0012,1.1,6.0,7,0.7755744170789158
0.0012,1.1,6.0,6,0.7625584343934728
0.0012,1.1,6.0,8,0.7512000890328556
0.0012,1.4,2.0,0,0.7041580318864624
0.0012,1.1,6.0,9,0.7537016667721264
0.0012,1.4,2.0,1,0.5276830748116197
0.0012,1.4,2.0,2,0.5079769812115149
0.0012,1.4,2.0,4,0.50478562265205
0.0012,1.4,2.0,3,0.735894835977438
0.0012,1.4,2.0,6,0.6978343432947014
0.0012,1.4,2.0,5,0.6786247813855434
0.0012,1.4,2.0,7,0.707569329082022
0.0012,1.4,2.0,8,0.7043896691847209
0.0012,1.4,2.0,9,0.507301355779968
0.0012,1.4,2.75,0,0.7306041913993673
0.0012,1.4,2.75,3,0.7435672586418378
0.0012,1.4,2.75,1,0.7176051347498853
0.0012,1.4,2.75,4,0.7042942528862604
0.0012,1.4,2.75,2,0.7201107372461857
0.0012,1.4,2.75,6,0.7097765124459497
0.0012,1.4,2.75,5,0.7224858376896126
0.0012,1.4,2.75,9,0.7285143096455556
0.0012,1.4,2.75,8,0.7259035159327881
0.0012,1.4,2.75,7,0.7289602258902634
0.0012,1.4,4.0,0,0.7437944704039878
0.0012,1.4,4.0,1,0.7196817297985478
0.0012,1.4,4.0,2,0.7413905823179634
0.0012,1.4,4.0,3,0.7681563425084297
0.0012,1.4,4.0,4,0.7402930252072824
0.0012,1.4,4.0,5,0.7487212935443815
0.0012,1.4,4.0,6,0.7381905562851855
0.0012,1.4,4.0,7,0.7433819158132833
0.0012,1.4,4.0,8,0.7470200038622371
0.0012,1.4,4.0,9,0.7284408980622984
0.0012,1.4,6.0,1,0.7392755713091399
0.0012,1.4,6.0,0,0.7393705631011984
0.0012,1.4,6.0,2,0.7344423788321484
0.0012,1.4,6.0,5,0.7335926288104235
0.0012,1.4,6.0,3,0.7561333635952394
0.0012,1.4,6.0,6,0.7622202605418718
0.0012,1.4,6.0,4,0.7574042962520571
0.0012,1.4,6.0,7,0.7493271006092699
0.0012,1.4,6.0,8,0.7471800153999479
0.0012,1.4,6.0,9,0.7452031928965843
0.0012,1.6,2.0,2,0.7063115374218616
0.0012,1.6,2.0,1,0.7217545879216101
0.0012,1.6,2.0,3,0.5125106356967088
0.0012,1.6,2.0,0,0.7176778890439527
0.0012,1.6,2.0,4,0.7204392580470826
0.0012,1.6,2.0,5,0.7232271736408761
0.0012,1.6,2.0,6,0.7230944979506361
0.0012,1.6,2.0,7,0.7400032204718541
0.0012,1.6,2.0,8,0.7188276129333604
0.0012,1.6,2.0,9,0.5018791644339019
0.0012,1.6,2.75,0,0.735167374971162
0.0012,1.6,2.75,3,0.7584618205877286
0.0012,1.6,2.75,2,0.7319216431490971
0.0012,1.6,2.75,4,0.7318666103616922
0.0012,1.6,2.75,1,0.7224125169458571
0.0012,1.6,2.75,5,0.7375043146536846
0.0012,1.6,2.75,6,0.7388105016781488
0.0012,1.6,2.75,7,0.7357232167839299
0.0012,1.6,2.75,8,0.7367031797175572
0.0012,1.6,4.0,2,0.72374924762088
0.0012,1.6,2.75,9,0.7312339201417251
0.0012,1.6,4.0,0,0.7367285607058107
0.0012,1.6,4.0,4,0.7270345204965836
0.0012,1.6,4.0,1,0.7328652131156663
0.0012,1.6,4.0,3,0.7587563514251703
0.0012,1.6,4.0,5,0.7481802007506697
0.0012,1.6,4.0,6,0.7325562455038158
0.0012,1.6,4.0,7,0.7475333951640687
0.0012,1.6,4.0,8,0.7382788848600834
0.0012,1.6,6.0,0,0.7578199818508675
0.0012,1.6,4.0,9,0.739595706592042
0.0012,1.6,6.0,3,0.7645274874551755
0.0012,1.6,6.0,1,0.7420655389515664
0.0012,1.6,6.0,2,0.7425997340281247
0.0012,1.6,6.0,5,0.7442840044340872
0.0012,1.6,6.0,4,0.7421563464427308
0.0012,1.6,6.0,8,0.746375242666082
0.0012,1.6,6.0,7,0.7534067189365699
0.0012,1.6,6.0,6,0.7600564119106319
0.0012,1.6,6.0,9,0.7432337073011637
0.0013,0.8,2.0,0,0.5186573077388996
0.0013,0.8,2.0,1,0.6852716236149325
0.0013,0.8,2.0,2,0.538733315618942
0.0013,0.8,2.0,3,0.5429596124125996
0.0013,0.8,2.0,4,0.7100886162972484
0.0013,0.8,2.0,5,0.5368016344772689
0.0013,0.8,2.0,9,0.6815617938625155
0.0013,0.8,2.0,6,0.6783093835523504
0.0013,0.8,2.75,0,0.5089455590953301
0.0013,0.8,2.0,7,0.5429120110406103
0.0013,0.8,2.0,8,0.5606048224123434
0.0013,0.8,2.75,1,0.7395319734305891
0.0013,0.8,2.75,3,0.7519325412923001
0.0013,0.8,2.75,4,0.5058593314588755
0.0013,0.8,2.75,2,0.7222558496317184
0.0013,0.8,2.75,7,0.508914128040515
0.0013,0.8,2.75,9,0.7462144957389664
0.0013,0.8,2.75,8,0.5165409639586637
0.0013,0.8,2.75,5,0.7279070119286166
0.0013,0.8,2.75,6,0.7283974351589442
0.0013,0.8,4.0,2,0.7665441379600075
0.0013,0.8,4.0,1,0.7691542875128126
0.0013,0.8,4.0,0,0.7786472412719463
0.0013,0.8,4.0,6,0.7796265735044507
0.0013,0.8,4.0,3,0.7872909528050058
0.0013,0.8,4.0,4,0.7730977169469528
0.0013,0.8,4.0,7,0.7912996387182787
0.0013,0.8,4.0,8,0.7654128706176866
0.0013,0.8,4.0,5,0.7773982910449242
0.0013,0.8,6.0,1,0.7942400939780259
0.0013,0.8,6.0,0,0.8094891066939954
0.0013,0.8,4.0,9,0.7689321639349394
0.0013,0.8,6.0,3,0.8120592927999242
0.0013,0.8,6.0,2,0.8100421688315095
0.0013,0.8,6.0,5,0.793818870358025
0.0013,0.8,6.0,4,0.8023621653785322
0.0013,0.8,6.0,6,0.8138674160093597
0.0013,0.8,6.0,7,0.8073043749938826
0.0013,1.1,2.0,0,0.5190709948726385
0.0013,0.8,6.0,8,0.7847069210335111
0.0013,0.8,6.0,9,0.7948147948924189
0.0013,1.1,2.0,1,0.6872675120762979
0.0013,1.1,2.0,3,0.5401951924988501
0.0013,1.1,2.0,2,0.5225194374543733
0.0013,1.1,2.0,7,0.7438300378697476
0.0013,1.1,2.0,9,0.707124793768182
0.0013,1.1,2.0,4,0.7203749603918039
0.0013,1.1,2.0,6,0.7227876853835933
0.0013,1.1,2.0,8,0.6750119068644249
0.0013,1.1,2.0,5,0.7095208637120174
0.0013,1.1,2.75,0,0.7318303667864854
0.0013,1.1,2.75,2,0.7311287856348747
0.0013,1.1,2.75,1,0.7076684644830635
0.0013,1.1,2.75,4,0.7389395325478413
0.0013,1.1,2.75,6,0.7440947181196542
0.0013,1.1,2.75,3,0.7453908542682126
0.0013,1.1,2.75,5,0.7333574841870745
0.0013,1.1,2.75,8,0.7544802805554962
0.0013,1.1,2.75,7,0.7364876555775379
0.0013,1.1,2.75,9,0.733046576903021
0.0013,1.1,4.0,2,0.7507230534722512
0.0013,1.1,4.0,0,0.7588116074775371
0.0013,1.1,4.0,1,0.7341763987565153
0.0013,1.1,4.0,3,0.7745510995931426
0.0013,1.1,4.0,5,0.7553063436135761
0.0013,1.1,4.0,4,0.7613172778506004
0.0013,1.1,4.0,8,0.751828730074096
0.0013,1.1,4.0,7,0.7644785561065635
0.0013,1.1,4.0,6,0.7584875476499517
0.0013,1.1,6.0,0,0.776902326308852
0.0013,1.1,4.0,9,0.7611799327611132
0.0013,1.1,6.0,1,0.7639868647915584
0.0013,1.1,6.0,4,0.7679565360657816
0.0013,1.1,6.0,2,0.7547654977698457
0.0013,1.1,6.0,3,0.78896446398472
0.0013,1.1,6.0,5,0.7759292675367058
0.0013,1.1,6.0,6,0.7805918930439391
0.0013,1.1,6.0,7,0.7881067020688151
0.0013,1.1,6.0,8,0.7599973835748561
0.0013,1.1,6.0,9,0.774028390641595
0.0013,1.4,2.0,0,0.7288688202920861
0.0013,1.4,2.0,4,0.717728910759297
0.0013,1.4,2.0,2,0.738769154410621
0.0013,1.4,2.0,3,0.7426181825639747
0.0013,1.4,2.0,1,0.6719461571353103
0.0013,1.4,2.0,5,0.7107533017106842
0.0013,1.4,2.0,6,0.7106609486724575
0.0013,1.4,2.0,7,0.7354778694445796
0.0013,1.4,2.75,2,0.7323776932232433
0.0013,1.4,2.0,8,0.7113819863808891
0.0013,1.4,2.75,0,0.7471455742834663
0.0013,1.4,2.0,9,0.7338134412856818
0.0013,1.4,2.75,1,0.7338687152102608
0.0013,1.4,2.75,4,0.7240632103785261
0.0013,1.4,2.75,6,0.7220294943280876
0.0013,1.4,2.75,3,0.7604026537277524
0.0013,1.4,2.75,5,0.7360174401663999
0.0013,1.4,2.75,7,0.7396647333115998
0.0013,1.4,4.0,0,0.7473954352297871
0.0013,1.4,2.75,9,0.7412367661538202
0.0013,1.4,2.75,8,0.7397160486712278
0.0013,1.4,4.0,1,0.7338522317164813
0.0013,1.4,4.0,2,0.7506442017304162
0.0013,1.4,4.0,3,0.7813976121641646
0.0013,1.4,4.0,4,0.7539930084654778
0.0013,1.4,4.0,5,0.7606824101095138
0.0013,1.4,4.0,7,0.7553437406889607
0.0013,1.4,4.0,6,0.7601667364295241
0.0013,1.4,4.0,8,0.753893979921147
0.0013,1.4,6.0,0,0.7569037866988642
0.0013,1.4,6.0,2,0.7486342873314071
0.0013,1.4,4.0,9,0.7447727390703189
0.0013,1.4,6.0,1,0.7532590018310535
0.0013,1.4,6.0,4,0.7655527082880819
0.0013,1.4,6.0,3,0.7630387603022704
0.0013,1.4,6.0,7,0.76218746878997
0.0013,1.4,6.0,5,0.7559635478204515
0.0013,1.4,6.0,6,0.7712993524214752
0.0013,1.4,6.0,8,0.7571913366087448
0.0013,1.4,6.0,9,0.7528933489085557
0.0013,1.6,2.0,1,0.7304523798067906
0.0013,1.6,2.0,0,0.7337650534192319
0.0013,1.6,2.0,2,0.7163573493338469
0.0013,1.6,2.0,3,0.7572465741950729
0.0013,1.6,2.0,5,0.7378046994023204
0.0013,1.6,2.0,4,0.7304033234023173
0.0013,1.6,2.0,8,0.7338823176090723
0.0013,1.6,2.0,6,0.7322620734545287
0.0013,1.6,2.0,7,0.7525137057144922
0.0013,1.6,2.0,9,0.7148965560051836
0.0013,1.6,2.75,0,0.7500505129077198
0.0013,1.6,2.75,2,0.7431521362306893
0.0013,1.6,2.75,1,0.7351863641815991
0.0013,1.6,2.75,5,0.7547982711286749
0.0013,1.6,2.75,3,0.7683962853483572
0.0013,1.6,2.75,7,0.7489187660970371
0.0013,1.6,2.75,6,0.7502964921443183
0.0013,1.6,2.75,4,0.7458071745136823
0.0013,1.6,2.75,8,0.7437627025595717
0.0013,1.6,4.0,0,0.7542957030069719
0.0013,1.6,2.75,9,0.7459540782280716
0.0013,1.6,4.0,1,0.7442426407903728
0.0013,1.6,4.0,2,0.7361906624517336
0.0013,1.6,4.0,3,0.768497760339884
0.0013,1.6,4.0,4,0.7403388720570314
0.0013,1.6,4.0,5,0.7622129914782788
0.0013,1.6,4.0,6,0.7416480579044518
0.0013,1.6,4.0,7,0.7633458358290086
0.0013,1.6,4.0,8,0.745314227469726
0.0013,1.6,4.0,9,0.7630236571203393
0.0013,1.6,6.0,0,0.7636964710112533
0.0013,1.6,6.0,3,0.7719618199267841
0.0013,1.6,6.0,1,0.7493285415041517
0.0013,1.6,6.0,2,0.7556639426164924
0.0013,1.6,6.0,4,0.7572392595999922
0.0013,1.6,6.0,5,0.7529464121613356
0.0013,1.6,6.0,8,0.7538499594981107
0.0013,1.6,6.0,7,0.7641021848726565
0.0013,1.6,6.0,6,0.7710085405098193
0.0013,1.6,6.0,9,0.7520470095080658
0.0014,0.8,2.0,0,0.7159744458358621
0.0014,0.8,2.0,1,0.6921715941007242
0.0014,0.8,2.0,2,0.7084137138589391
0.0014,0.8,2.0,4,0.7209663367254399
0.0014,0.8,2.0,3,0.7124008267973612
0.0014,0.8,2.0,6,0.7026320598091698
0.0014,0.8,2.0,5,0.6872364779233819
0.0014,0.8,2.0,9,0.6860858564725403
0.0014,0.8,2.75,0,0.7624746523843098
0.0014,0.8,2.0,8,0.5737963341827715
0.0014,0.8,2.0,7,0.7295977282419261
0.0014,0.8,2.75,1,0.7455602847591335
0.0014,0.8,2.75,2,0.7405657090965139
0.0014,0.8,2.75,6,0.7418073444288278
0.0014,0.8,2.75,4,0.7396434748045846
0.0014,0.8,2.75,5,0.7404684577202363
0.0014,0.8,2.75,3,0.7574971922882291
0.0014,0.8,2.75,9,0.7563640548552322
0.0014,0.8,2.75,7,0.7716590181712415
0.0014,0.8,2.75,8,0.7707010764373445
0.0014,0.8,4.0,0,0.7895310584429216
0.0014,0.8,4.0,3,0.7961792527635186
0.0014,0.8,4.0,1,0.7801147753425863
0.0014,0.8,4.0,2,0.7737457070426685
0.0014,0.8,4.0,4,0.7867005333003221
0.0014,0.8,4.0,5,0.788253767597223
0.0014,0.8,4.0,7,0.8015871257905827
0.0014,0.8,6.0,1,0.8085870318116222
0.0014,0.8,4.0,8,0.7740290734193955
0.0014,0.8,4.0,9,0.7821730240877642
0.0014,0.8,4.0,6,0.790268769408795
0.0014,0.8,6.0,0,0.815630032689507
0.0014,0.8,6.0,3,0.8228362112921427
0.0014,0.8,6.0,2,0.8185109209062429
0.0014,0.8,6.0,5,0.8034322229544059
0.0014,0.8,6.0,4,0.8143873978356685
0.0014,0.8,6.0,7,0.8175979331355065
0.0014,0.8,6.0,6,0.818523046703993
0.0014,0.8,6.0,8,0.7964243936384229
0.0014,1.1,2.0,0,0.7384292478004039
0.0014,0.8,6.0,9,0.8025142761866031
0.0014,1.1,2.0,1,0.697100418874842
0.0014,1.1,2.0,2,0.7133518079414374
0.0014,1.1,2.0,4,0.7315602809629431
0.0014,1.1,2.0,3,0.745773240637152
0.0014,1.1,2.0,5,0.7179806668293267
0.0014,1.1,2.0,8,0.6985361329322375
0.0014,1.1,2.0,7,0.7556767729032667
0.0014,1.1,2.0,6,0.7332941157269802
0.0014,1.1,2.0,9,0.7163765843524406
0.0014,1.1,2.75,2,0.7418242118968408
0.0014,1.1,2.75,0,0.7428403449277543
0.0014,1.1,2.75,4,0.7487631656603373
0.0014,1.1,2.75,1,0.7250355985935992
0.0014,1.1,2.75,3,0.7494303059984229
0.0014,1.1,2.75,7,0.7449520536298628
