loc,alpha,k,rep,bac
0.0008,0.8,4.0,6,0.5011462069486367
0.0008,0.8,4.0,8,0.5019158934117357
0.0008,0.8,6.0,0,0.7355451325890173
0.0008,0.8,6.0,3,0.7426794400911798
0.0008,0.8,4.0,9,0.503468404643126
0.0008,0.8,6.0,4,0.7233560262231973
0.0008,0.8,6.0,1,0.7243696804526405
0.0008,0.8,6.0,6,0.7489498769869614
0.0008,0.8,6.0,2,0.7364095772875623
0.0008,0.8,6.0,5,0.7289361648988595
0.0008,0.8,6.0,7,0.7393078075323958
0.0008,0.8,6.0,8,0.7190805603641851
0.0008,1.1,2.0,2,0.5123319574129392
0.0008,0.8,6.0,9,0.7352474935902693
0.0008,1.1,2.0,1,0.5156795194996029
0.0008,1.1,2.0,5,0.5221148014875069
0.0008,1.1,2.0,3,0.5300463314001578
0.0008,1.1,2.0,0,0.5100258855580243
0.0008,1.1,2.0,4,0.5082877636459016
0.0008,1.1,2.0,8,0.5137483121212795
0.0008,1.1,2.0,6,0.5110622931115258
0.0008,1.1,2.0,7,0.5120083396856655
0.0008,1.1,2.0,9,0.5030763725804845
0.0008,1.1,2.75,0,0.5093087608324639
0.0008,1.1,2.75,1,0.5048831562415798
0.0008,1.1,2.75,2,0.5047427097664587
0.0008,1.1,2.75,4,0.5128033681645319
0.0008,1.1,2.75,3,0.5059517841472609
0.0008,1.1,2.75,5,0.5045501985541188
0.0008,1.1,2.75,6,0.5136277581929756
0.0008,1.1,2.75,7,0.507785665526097
0.0008,1.1,2.75,9,0.5079661123246653
0.0008,1.1,4.0,2,0.5004083040194358
0.0008,1.1,2.75,8,0.5088993355226143
0.0008,1.1,4.0,3,0.5029337118047751
0.0008,1.1,4.0,0,0.5074783813408456
0.0008,1.1,4.0,1,0.5028324095122976
0.0008,1.1,4.0,6,0.5030275640090218
0.0008,1.1,4.0,5,0.5091735621076386
0.0008,1.1,4.0,4,0.5097696615045635
0.0008,1.1,4.0,7,0.5119500383854879
0.0008,1.1,4.0,9,0.500743621216802
0.0008,1.1,4.0,8,0.5002147020632868
0.0008,1.1,6.0,1,0.6861031170751977
0.0008,1.1,6.0,0,0.7067598880623761
0.0008,1.1,6.0,2,0.6652975864236841
0.0008,1.1,6.0,3,0.7230727452613392
0.0008,1.1,6.0,4,0.6812352586168564
0.0008,1.1,6.0,7,0.7023121236719698
0.0008,1.1,6.0,6,0.6853003099006936
0.0008,1.1,6.0,5,0.7020590343885103
0.0008,1.1,6.0,8,0.6665832558650888
0.0008,1.1,6.0,9,0.7049788282074498
0.0008,1.4,2.0,4,0.5043216509316516
0.0008,1.4,2.0,1,0.5179645669617097
0.0008,1.4,2.0,2,0.509272309825324
0.0008,1.4,2.0,3,0.517476491109557
0.0008,1.4,2.0,0,0.5027202089916347
0.0008,1.4,2.0,5,0.5212647586771768
0.0008,1.4,2.0,8,0.5035717093241266
0.0008,1.4,2.0,6,0.5114487089391181
0.0008,1.4,2.0,7,0.5067506083166377
0.0008,1.4,2.75,0,0.5004564844242723
0.0008,1.4,2.75,1,0.5019560829499833
0.0008,1.4,2.75,3,0.5126961207251369
0.0008,1.4,2.75,2,0.5029335448020047
0.0008,1.4,2.0,9,0.5016076106149567
0.0008,1.4,2.75,5,0.5063503457166295
0.0008,1.4,2.75,4,0.5034097969134644
0.0008,1.4,2.75,6,0.5101414553940129
0.0008,1.4,2.75,7,0.5071507028049171
