loc,alpha,k,clip_factor,feature_set,rep,model,bac,sd,mad,d_med,cdist_mad,kurt,secs,error
0.0005,1.6,6.0,16,scales,15,kmeans,0.5125418275923572,0.0042668749443942715,0.004126583271425791,0.0009969118676695092,0.2415828791272792,0.6751565103437014,0.2,
0.0005,1.6,6.0,16,scales,18,kmeans,0.506101180974912,0.004252284792320831,0.004111048866700636,0.000985979524992849,0.2398364886827913,0.4490853082236841,0.2,
0.0005,1.6,6.0,16,scales,16,kmeans,0.5013198816130706,0.0042527205614184965,0.004105151466010297,0.0009369642846834708,0.2282410996138189,0.5604506172869246,0.2,
0.0005,1.6,6.0,16,scales,19,kmeans,0.5002083312978693,0.004270656929551759,0.0041353225182110065,0.0010116040507049885,0.24462518854336454,0.6144354913761281,0.2,
0.0005,1.6,6.0,20,all,0,kmeans,0.5463423877880902,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,0.4,
0.0005,1.6,6.0,20,all,4,kmeans,0.615134257226402,0.004263530544068171,0.00412682183090143,0.0010232304037711016,0.2479463484731046,0.5116095978810109,0.3,
0.0005,1.6,6.0,20,all,1,kmeans,0.528615655361051,0.004235046867243422,0.0041086026792819036,0.0009694834875571325,0.2359642835375305,0.4564324761529286,0.5,
0.0005,1.6,6.0,20,all,3,kmeans,0.5100020012594796,0.0042624675576979605,0.004128765218162521,0.0010108093153214297,0.24482121455462255,0.5207881167244501,0.5,
0.0005,1.6,6.0,20,all,6,kmeans,0.6044991602856054,0.004267922769573089,0.004117458317906872,0.0010415029326087196,0.2529480208892976,0.45042504612282874,0.4,
0.0005,1.6,6.0,20,all,2,kmeans,0.6023269354020031,0.004234036489864636,0.004082190998804952,0.001004229233230562,0.24600251030011744,0.5699109814755898,0.5,
0.0005,1.6,6.0,20,all,5,kmeans,0.5124970461832845,0.004257978316836955,0.004129483329578839,0.0009923140145847377,0.2402997991242509,0.5000755295270487,0.6,
0.0005,1.6,6.0,20,all,7,kmeans,0.5099248158174318,0.004250792320202504,0.004087994538131434,0.000986420543885022,0.24129693292983248,0.542880886391016,0.5,
0.0005,1.6,6.0,20,all,9,kmeans,0.5101690601624385,0.004275607474656674,0.00413325676569859,0.0010059729238718284,0.24338505466688617,0.5548053408398914,0.3,
0.0005,1.6,6.0,20,all,10,kmeans,0.533341504276434,0.004258312511125249,0.004115213681279685,0.0009214888099815479,0.2239224694876592,0.48854187751304545,0.4,
0.0005,1.6,6.0,20,all,12,kmeans,0.609591981949802,0.0042654756654604995,0.0041226664807494234,0.0010749232608113334,0.26073495535732316,0.5326361707436491,0.4,
0.0005,1.6,6.0,20,all,8,kmeans,0.6005266560611647,0.004269322709984659,0.004119771910118512,0.0010107287865734277,0.24533610321750857,0.5809354080987852,0.7,
0.0005,1.6,6.0,20,all,13,kmeans,0.5334132574183056,0.00427810473847626,0.004099155538401031,0.0010105738555770826,0.24653220550183852,0.6335665656785112,0.5,
0.0005,1.6,6.0,20,all,16,kmeans,0.5994709259174928,0.0042527205614184965,0.004105151466010297,0.0009369642846834708,0.2282410996138189,0.5604506172869246,0.4,
0.0005,1.6,6.0,20,all,11,kmeans,0.5764841785276168,0.004259413918552711,0.004116405619006413,0.0010704256925851484,0.26003892513476834,0.5126734911085173,0.6,
0.0005,1.6,6.0,20,all,15,kmeans,0.5946212011828469,0.0042668749443942715,0.004126583271425791,0.0009969118676695092,0.2415828791272792,0.6751565103437014,0.4,
0.0005,1.6,6.0,20,all,14,kmeans,0.5879474686983531,0.004262488716109125,0.00413477602118471,0.0009914312595421936,0.2397787097686915,0.46874409828960184,0.6,
0.0005,1.6,6.0,20,all,18,kmeans,0.5958363157346453,0.004252284792320831,0.004111048866700636,0.000985979524992849,0.2398364886827913,0.4490853082236841,0.5,
0.0005,1.6,6.0,20,all,17,kmeans,0.5921082447391064,0.00428662455300617,0.004158781418809985,0.0010224997861977307,0.24586523869059557,0.576506753730814,0.5,
0.0005,1.6,6.0,20,all,19,kmeans,0.5549223028975737,0.004270656929551759,0.0041353225182110065,0.0010116040507049885,0.24462518854336454,0.6144354913761281,0.4,
0.0005,1.6,6.0,20,means,2,kmeans,0.6079560897500226,0.004234036489864636,0.004082190998804952,0.001004229233230562,0.24600251030011744,0.5699109814755898,0.2,
0.0005,1.6,6.0,20,means,0,kmeans,0.6061841044400348,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,0.2,
0.0005,1.6,6.0,20,means,4,kmeans,0.6204574346920531,0.004263530544068171,0.00412682183090143,0.0010232304037711016,0.2479463484731046,0.5116095978810109,0.2,
0.0005,1.6,6.0,20,means,3,kmeans,0.6139476930216972,0.0042624675576979605,0.004128765218162521,0.0010108093153214297,0.24482121455462255,0.5207881167244501,0.2,
0.0005,1.6,6.0,20,means,1,kmeans,0.594335049907867,0.004235046867243422,0.0041086026792819036,0.0009694834875571325,0.2359642835375305,0.4564324761529286,0.2,
0.0005,1.6,6.0,20,means,5,kmeans,0.5952965311785361,0.004257978316836955,0.004129483329578839,0.0009923140145847377,0.2402997991242509,0.5000755295270487,0.2,
0.0005,1.6,6.0,20,means,6,kmeans,0.6052199098075057,0.004267922769573089,0.004117458317906872,0.0010415029326087196,0.2529480208892976,0.45042504612282874,0.2,
0.0005,1.6,6.0,20,means,7,kmeans,0.5970589265702262,0.004250792320202504,0.004087994538131434,0.000986420543885022,0.24129693292983248,0.542880886391016,0.2,
0.0005,1.6,6.0,20,means,8,kmeans,0.6087346149396495,0.004269322709984659,0.004119771910118512,0.0010107287865734277,0.24533610321750857,0.5809354080987852,0.2,
0.0005,1.6,6.0,20,means,9,kmeans,0.6139406605477606,0.004275607474656674,0.00413325676569859,0.0010059729238718284,0.24338505466688617,0.5548053408398914,0.2,
0.0005,1.6,6.0,20,means,10,kmeans,0.6042661617708915,0.004258312511125249,0.004115213681279685,0.0009214888099815479,0.2239224694876592,0.48854187751304545,0.2,
0.0005,1.6,6.0,20,means,11,kmeans,0.6217014020578695,0.004259413918552711,0.004116405619006413,0.0010704256925851484,0.26003892513476834,0.5126734911085173,0.2,
0.0005,1.6,6.0,20,means,17,kmeans,0.599184857408249,0.00428662455300617,0.004158781418809985,0.0010224997861977307,0.24586523869059557,0.576506753730814,0.2,
0.0005,1.6,6.0,20,means,12,kmeans,0.6125565503835019,0.0042654756654604995,0.0041226664807494234,0.0010749232608113334,0.26073495535732316,0.5326361707436491,0.2,
0.0005,1.6,6.0,20,means,13,kmeans,0.6049494337842626,0.00427810473847626,0.004099155538401031,0.0010105738555770826,0.24653220550183852,0.6335665656785112,0.2,
0.0005,1.6,6.0,20,means,15,kmeans,0.5963105102898161,0.0042668749443942715,0.004126583271425791,0.0009969118676695092,0.2415828791272792,0.6751565103437014,0.2,
0.0005,1.6,6.0,20,means,14,kmeans,0.6194109346269523,0.004262488716109125,0.00413477602118471,0.0009914312595421936,0.2397787097686915,0.46874409828960184,0.2,
0.0005,1.6,6.0,20,means,16,kmeans,0.6015719486722964,0.0042527205614184965,0.004105151466010297,0.0009369642846834708,0.2282410996138189,0.5604506172869246,0.2,
0.0005,1.6,6.0,20,means,18,kmeans,0.596724155202324,0.004252284792320831,0.004111048866700636,0.000985979524992849,0.2398364886827913,0.4490853082236841,0.2,
0.0005,1.6,6.0,20,means_x,3,kmeans,0.6172193777356838,0.0042624675576979605,0.004128765218162521,0.0010108093153214297,0.24482121455462255,0.5207881167244501,0.2,
0.0005,1.6,6.0,20,means,19,kmeans,0.6115650926330235,0.004270656929551759,0.0041353225182110065,0.0010116040507049885,0.24462518854336454,0.6144354913761281,0.2,
0.0005,1.6,6.0,20,means_x,2,kmeans,0.6067711035736779,0.004234036489864636,0.004082190998804952,0.001004229233230562,0.24600251030011744,0.5699109814755898,0.2,
0.0005,1.6,6.0,20,means_x,0,kmeans,0.6059646707866445,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,0.2,
0.0005,1.6,6.0,20,means_x,1,kmeans,0.593510730144136,0.004235046867243422,0.0041086026792819036,0.0009694834875571325,0.2359642835375305,0.4564324761529286,0.2,
0.0005,1.6,6.0,20,means_x,4,kmeans,0.6200579807558498,0.004263530544068171,0.00412682183090143,0.0010232304037711016,0.2479463484731046,0.5116095978810109,0.2,
0.0005,1.6,6.0,20,means_x,7,kmeans,0.5990353251179343,0.004250792320202504,0.004087994538131434,0.000986420543885022,0.24129693292983248,0.542880886391016,0.2,
0.0005,1.6,6.0,20,means_x,6,kmeans,0.6050416625064963,0.004267922769573089,0.004117458317906872,0.0010415029326087196,0.2529480208892976,0.45042504612282874,0.2,
0.0005,1.6,6.0,20,means_x,5,kmeans,0.5962591232111398,0.004257978316836955,0.004129483329578839,0.0009923140145847377,0.2402997991242509,0.5000755295270487,0.2,
0.0005,1.6,6.0,20,means_x,8,kmeans,0.607222510408325,0.004269322709984659,0.004119771910118512,0.0010107287865734277,0.24533610321750857,0.5809354080987852,0.2,
0.0005,1.6,6.0,20,means_x,9,kmeans,0.6140288505020783,0.004275607474656674,0.00413325676569859,0.0010059729238718284,0.24338505466688617,0.5548053408398914,0.2,
0.0005,1.6,6.0,20,means_x,15,kmeans,0.5953044726618494,0.0042668749443942715,0.004126583271425791,0.0009969118676695092,0.2415828791272792,0.6751565103437014,0.2,
0.0005,1.6,6.0,20,means_x,11,kmeans,0.6213011734432825,0.004259413918552711,0.004116405619006413,0.0010704256925851484,0.26003892513476834,0.5126734911085173,0.2,
0.0005,1.6,6.0,20,means_x,10,kmeans,0.6014011735148945,0.004258312511125249,0.004115213681279685,0.0009214888099815479,0.2239224694876592,0.48854187751304545,0.2,
0.0005,1.6,6.0,20,means_x,13,kmeans,0.6052995167000115,0.00427810473847626,0.004099155538401031,0.0010105738555770826,0.24653220550183852,0.6335665656785112,0.2,
0.0005,1.6,6.0,20,means_x,12,kmeans,0.6114452147601437,0.0042654756654604995,0.0041226664807494234,0.0010749232608113334,0.26073495535732316,0.5326361707436491,0.2,
0.0005,1.6,6.0,20,means_x,14,kmeans,0.6214411873632597,0.004262488716109125,0.00413477602118471,0.0009914312595421936,0.2397787097686915,0.46874409828960184,0.2,
0.0005,1.6,6.0,20,means_x,16,kmeans,0.5996245828503644,0.0042527205614184965,0.004105151466010297,0.0009369642846834708,0.2282410996138189,0.5604506172869246,0.2,
0.0005,1.6,6.0,20,means_x,17,kmeans,0.5996425829555488,0.00428662455300617,0.004158781418809985,0.0010224997861977307,0.24586523869059557,0.576506753730814,0.2,
0.0005,1.6,6.0,20,means_x,19,kmeans,0.6101687769103987,0.004270656929551759,0.0041353225182110065,0.0010116040507049885,0.24462518854336454,0.6144354913761281,0.2,
0.0005,1.6,6.0,20,means_x,18,kmeans,0.5983737971781483,0.004252284792320831,0.004111048866700636,0.000985979524992849,0.2398364886827913,0.4490853082236841,0.2,
0.0005,1.6,6.0,20,scales,0,kmeans,0.5059900500401168,0.004271977596379348,0.004122661886781353,0.0009695291264527364,0.23517066232411016,0.5276629645697781,0.2,
0.0005,1.6,6.0,20,scales,1,kmeans,0.5141149933149052,0.004235046867243422,0.0041086026792819036,0.0009694834875571325,0.2359642835375305,0.4564324761529286,0.2,
0.0005,1.6,6.0,20,scales,2,kmeans,0.5142924257196841,0.004234036489864636,0.004082190998804952,0.001004229233230562,0.24600251030011744,0.5699109814755898,0.2,
0.0005,1.6,6.0,20,scales,3,kmeans,0.5025547703580784,0.0042624675576979605,0.004128765218162521,0.0010108093153214297,0.24482121455462255,0.5207881167244501,0.2,
0.0005,1.6,6.0,20,scales,4,kmeans,0.504409472363395,0.004263530544068171,0.00412682183090143,0.0010232304037711016,0.2479463484731046,0.5116095978810109,0.2,
0.0005,1.6,6.0,20,scales,6,kmeans,0.5090270897495962,0.004267922769573089,0.004117458317906872,0.0010415029326087196,0.2529480208892976,0.45042504612282874,0.1,
0.0005,1.6,6.0,20,scales,5,kmeans,0.5071896619296732,0.004257978316836955,0.004129483329578839,0.0009923140145847377,0.2402997991242509,0.5000755295270487,0.2,
0.0005,1.6,6.0,20,scales,7,kmeans,0.510710813919912,0.004250792320202504,0.004087994538131434,0.000986420543885022,0.24129693292983248,0.542880886391016,0.2,
0.0005,1.6,6.0,20,scales,13,kmeans,0.5020372066323441,0.00427810473847626,0.004099155538401031,0.0010105738555770826,0.24653220550183852,0.6335665656785112,0.2,
0.0005,1.6,6.0,20,scales,8,kmeans,0.5005433952220282,0.004269322709984659,0.004119771910118512,0.0010107287865734277,0.24533610321750857,0.5809354080987852,0.2,
0.0005,1.6,6.0,20,scales,9,kmeans,0.5047266473621318,0.004275607474656674,0.00413325676569859,0.0010059729238718284,0.24338505466688617,0.5548053408398914,0.2,
0.0005,1.6,6.0,20,scales,11,kmeans,0.5071835783317789,0.004259413918552711,0.004116405619006413,0.0010704256925851484,0.26003892513476834,0.5126734911085173,0.2,
0.0005,1.6,6.0,20,scales,10,kmeans,0.5089254582829386,0.004258312511125249,0.004115213681279685,0.0009214888099815479,0.2239224694876592,0.48854187751304545,0.2,
0.0005,1.6,6.0,20,scales,12,kmeans,0.5086982449654062,0.0042654756654604995,0.0041226664807494234,0.0010749232608113334,0.26073495535732316,0.5326361707436491,0.2,
0.0005,1.6,6.0,20,scales,14,kmeans,0.5087148976308801,0.004262488716109125,0.00413477602118471,0.0009914312595421936,0.2397787097686915,0.46874409828960184,0.2,
0.0005,1.6,6.0,20,scales,15,kmeans,0.5125418275923572,0.0042668749443942715,0.004126583271425791,0.0009969118676695092,0.2415828791272792,0.6751565103437014,0.2,
0.0005,1.6,6.0,20,scales,16,kmeans,0.5013198816130706,0.0042527205614184965,0.004105151466010297,0.0009369642846834708,0.2282410996138189,0.5604506172869246,0.2,
0.0005,1.6,6.0,20,scales,17,kmeans,0.5067200466628947,0.00428662455300617,0.004158781418809985,0.0010224997861977307,0.24586523869059557,0.576506753730814,0.2,
0.0005,1.6,6.0,20,scales,18,kmeans,0.506101180974912,0.004252284792320831,0.004111048866700636,0.000985979524992849,0.2398364886827913,0.4490853082236841,0.2,
0.0005,1.6,6.0,20,scales,19,kmeans,0.5002083312978693,0.004270656929551759,0.0041353225182110065,0.0010116040507049885,0.24462518854336454,0.6144354913761281,0.2,
0.0008,0.8,2.0,10,all,0,kmeans,0.5046115431095317,0.005546634144064326,0.003218040118748504,0.0016113495222571219,0.5007238762715537,5.735036797747727,0.4,
0.0008,0.8,2.0,10,all,1,kmeans,0.5010182396887292,0.0055347968396066635,0.00322561623299502,0.0015649642036041451,0.48516751236431455,5.810592852691348,0.3,
0.0008,0.8,2.0,10,all,4,kmeans,0.5027482494848283,0.005546534029573994,0.0032046891735750954,0.0016190388263567293,0.505209316306504,5.903607938240418,0.3,
0.0008,0.8,2.0,10,all,3,kmeans,0.506171197654056,0.005556857189064946,0.0032354440111173662,0.0015869948945399664,0.4905029693256521,5.73747959438246,0.4,
0.0008,0.8,2.0,10,all,2,kmeans,0.5053592483857968,0.005532125648685874,0.0032140996702914384,0.0016006659413067901,0.498013784731713,5.800400470601851,0.4,
0.0008,0.8,2.0,10,all,6,kmeans,0.5061943337199092,0.005556957752622665,0.0032508385625368685,0.0016024164722236813,0.4929240383358803,5.742736134896292,0.3,
0.0008,0.8,2.0,10,all,5,kmeans,0.5076279314829794,0.005558118979771164,0.003232766765685022,0.001591143682071124,0.4921925388990941,5.695511747516495,0.3,
0.0008,0.8,2.0,10,all,8,kmeans,0.5036828503921923,0.005503156895415125,0.003228144063969116,0.0016015552536762755,0.4961226085142889,5.734649252104415,0.4,
0.0008,0.8,2.0,10,all,7,kmeans,0.5025243726634335,0.005567776122228425,0.003215236830566326,0.001588752179427215,0.49413224068703365,5.759951204474815,0.3,
0.0008,0.8,2.0,10,all,9,kmeans,0.5085586779775536,0.005574481791972505,0.0032330960552251317,0.0015880632509356917,0.49118962870563687,5.74198353697612,0.3,
0.0008,0.8,2.0,10,all,11,kmeans,0.5079470844541111,0.005585415801764133,0.0032405928756861495,0.0015916160832691987,0.49114965820326834,5.761474986469498,0.4,
0.0008,0.8,2.0,10,all,13,kmeans,0.5039458031802198,0.005582146201192847,0.0032226495580921304,0.0015813922982093327,0.49071184120483363,5.789130285825204,0.4,
0.0008,0.8,2.0,10,all,10,kmeans,0.5125504604313417,0.005540385177487261,0.0032308783252144734,0.0015531966816322686,0.4807351206979185,5.720024117922074,0.3,
0.0008,0.8,2.0,10,all,12,kmeans,0.5017133782598742,0.005556214172921901,0.00322858641836248,0.001596742249889171,0.4945638874052593,5.8419825368002005,0.4,
0.0008,0.8,2.0,10,all,14,kmeans,0.5002955554649753,0.005554815221937417,0.0032492121722105193,0.0015695605066436465,0.483058791933503,5.7731229807843825,0.4,
0.0008,0.8,2.0,10,all,15,kmeans,0.5023149301809124,0.005542629219900294,0.0032381350709045124,0.0015819014121171075,0.4885223678069837,5.763021078292372,0.4,
0.0008,0.8,2.0,10,all,16,kmeans,0.5079994023540331,0.0055500470772281455,0.003209377196346281,0.0015906074001339442,0.4956124826788116,5.728100699848927,0.4,
0.0008,0.8,2.0,10,all,17,kmeans,0.5090517913349131,0.005558820927419471,0.0032514144704422427,0.0016275641111587456,0.5005710978881667,5.679525187427419,0.4,
0.0008,0.8,2.0,10,all,18,kmeans,0.5002441128478248,0.005542704180310431,0.0032220094749936313,0.001574486960254325,0.48866614840027345,5.862891766446641,0.3,
0.0008,0.8,2.0,10,means,0,kmeans,0.6505824418123165,0.005546634144064326,0.003218040118748504,0.0016113495222571219,0.5007238762715537,5.735036797747727,0.2,
0.0008,0.8,2.0,10,all,19,kmeans,0.5084118897146819,0.0055936846438617745,0.0032477439751568142,0.0015964381919678018,0.49155296851585084,5.785468787099674,0.4,
0.0008,0.8,2.0,10,means,1,kmeans,0.6504765240480768,0.0055347968396066635,0.00322561623299502,0.0015649642036041451,0.48516751236431455,5.810592852691348,0.2,
0.0008,0.8,2.0,10,means,5,kmeans,0.6355551318282797,0.005558118979771164,0.003232766765685022,0.001591143682071124,0.4921925388990941,5.695511747516495,0.2,
0.0008,0.8,2.0,10,means,2,kmeans,0.6370183017342853,0.005532125648685874,0.0032140996702914384,0.0016006659413067901,0.498013784731713,5.800400470601851,0.2,
0.0008,0.8,2.0,10,means,4,kmeans,0.6360289239790391,0.005546534029573994,0.0032046891735750954,0.0016190388263567293,0.505209316306504,5.903607938240418,0.2,
0.0008,0.8,2.0,10,means,3,kmeans,0.6570907775866469,0.005556857189064946,0.0032354440111173662,0.0015869948945399664,0.4905029693256521,5.73747959438246,0.2,
0.0008,0.8,2.0,10,means,6,kmeans,0.6396711609307517,0.005556957752622665,0.0032508385625368685,0.0016024164722236813,0.4929240383358803,5.742736134896292,0.2,
0.0008,0.8,2.0,10,means,11,kmeans,0.6413545081085767,0.005585415801764133,0.0032405928756861495,0.0015916160832691987,0.49114965820326834,5.761474986469498,0.2,
0.0008,0.8,2.0,10,means,7,kmeans,0.6339242026594669,0.005567776122228425,0.003215236830566326,0.001588752179427215,0.49413224068703365,5.759951204474815,0.2,
0.0008,0.8,2.0,10,means,8,kmeans,0.6501626680632401,0.005503156895415125,0.003228144063969116,0.0016015552536762755,0.4961226085142889,5.734649252104415,0.2,
0.0008,0.8,2.0,10,means,9,kmeans,0.6615020512218941,0.005574481791972505,0.0032330960552251317,0.0015880632509356917,0.49118962870563687,5.74198353697612,0.2,
0.0008,0.8,2.0,10,means,10,kmeans,0.6438026591642225,0.005540385177487261,0.0032308783252144734,0.0015531966816322686,0.4807351206979185,5.720024117922074,0.2,
0.0008,0.8,2.0,10,means,12,kmeans,0.6349375389015472,0.005556214172921901,0.00322858641836248,0.001596742249889171,0.4945638874052593,5.8419825368002005,0.2,
0.0008,0.8,2.0,10,means,13,kmeans,0.6409138762689853,0.005582146201192847,0.0032226495580921304,0.0015813922982093327,0.49071184120483363,5.789130285825204,0.2,
0.0008,0.8,2.0,10,means,14,kmeans,0.6514172983594784,0.005554815221937417,0.0032492121722105193,0.0015695605066436465,0.483058791933503,5.7731229807843825,0.2,
0.0008,0.8,2.0,10,means,15,kmeans,0.6383224517359143,0.005542629219900294,0.0032381350709045124,0.0015819014121171075,0.4885223678069837,5.763021078292372,0.2,
0.0008,0.8,2.0,10,means,16,kmeans,0.6225819258995098,0.0055500470772281455,0.003209377196346281,0.0015906074001339442,0.4956124826788116,5.728100699848927,0.2,
0.0008,0.8,2.0,10,means,17,kmeans,0.6455235325513762,0.005558820927419471,0.0032514144704422427,0.0016275641111587456,0.5005710978881667,5.679525187427419,0.2,
0.0008,0.8,2.0,10,means,18,kmeans,0.6380236924680585,0.005542704180310431,0.0032220094749936313,0.001574486960254325,0.48866614840027345,5.862891766446641,0.2,
0.0008,0.8,2.0,10,means_x,0,kmeans,0.6519965831395542,0.005546634144064326,0.003218040118748504,0.0016113495222571219,0.5007238762715537,5.735036797747727,0.2,
0.0008,0.8,2.0,10,means,19,kmeans,0.6541485009340587,0.0055936846438617745,0.0032477439751568142,0.0015964381919678018,0.49155296851585084,5.785468787099674,0.2,
0.0008,0.8,2.0,10,means_x,3,kmeans,0.6574390452053512,0.005556857189064946,0.0032354440111173662,0.0015869948945399664,0.4905029693256521,5.73747959438246,0.2,
0.0008,0.8,2.0,10,means_x,2,kmeans,0.6377446377790486,0.005532125648685874,0.0032140996702914384,0.0016006659413067901,0.498013784731713,5.800400470601851,0.2,
0.0008,0.8,2.0,10,means_x,1,kmeans,0.652777829887963,0.0055347968396066635,0.00322561623299502,0.0015649642036041451,0.48516751236431455,5.810592852691348,0.2,
0.0008,0.8,2.0,10,means_x,4,kmeans,0.6392848507800108,0.005546534029573994,0.0032046891735750954,0.0016190388263567293,0.505209316306504,5.903607938240418,0.2,
0.0008,0.8,2.0,10,means_x,6,kmeans,0.641815168749312,0.005556957752622665,0.0032508385625368685,0.0016024164722236813,0.4929240383358803,5.742736134896292,0.2,
0.0008,0.8,2.0,10,means_x,5,kmeans,0.6387794749282598,0.005558118979771164,0.003232766765685022,0.001591143682071124,0.4921925388990941,5.695511747516495,0.2,
0.0008,0.8,2.0,10,means_x,8,kmeans,0.6536515415913147,0.005503156895415125,0.003228144063969116,0.0016015552536762755,0.4961226085142889,5.734649252104415,0.2,
0.0008,0.8,2.0,10,means_x,9,kmeans,0.6622119733501844,0.005574481791972505,0.0032330960552251317,0.0015880632509356917,0.49118962870563687,5.74198353697612,0.2,
0.0008,0.8,2.0,10,means_x,7,kmeans,0.6367446351257785,0.005567776122228425,0.003215236830566326,0.001588752179427215,0.49413224068703365,5.759951204474815,0.2,
0.0008,0.8,2.0,10,means_x,11,kmeans,0.6440024356312569,0.005585415801764133,0.0032405928756861495,0.0015916160832691987,0.49114965820326834,5.761474986469498,0.2,
0.0008,0.8,2.0,10,means_x,10,kmeans,0.6452365204578661,0.005540385177487261,0.0032308783252144734,0.0015531966816322686,0.4807351206979185,5.720024117922074,0.2,
0.0008,0.8,2.0,10,means_x,13,kmeans,0.6440866934793121,0.005582146201192847,0.0032226495580921304,0.0015813922982093327,0.49071184120483363,5.789130285825204,0.2,
0.0008,0.8,2.0,10,means_x,12,kmeans,0.635767205220031,0.005556214172921901,0.00322858641836248,0.001596742249889171,0.4945638874052593,5.8419825368002005,0.2,
0.0008,0.8,2.0,10,means_x,14,kmeans,0.6505969500196429,0.005554815221937417,0.0032492121722105193,0.0015695605066436465,0.483058791933503,5.7731229807843825,0.2,
0.0008,0.8,2.0,10,means_x,15,kmeans,0.6386596204704369,0.005542629219900294,0.0032381350709045124,0.0015819014121171075,0.4885223678069837,5.763021078292372,0.2,
0.0008,0.8,2.0,10,means_x,17,kmeans,0.6480478508680254,0.005558820927419471,0.0032514144704422427,0.0016275641111587456,0.5005710978881667,5.679525187427419,0.2,
0.0008,0.8,2.0,10,means_x,16,kmeans,0.6242910363638454,0.0055500470772281455,0.003209377196346281,0.0015906074001339442,0.4956124826788116,5.728100699848927,0.2,
0.0008,0.8,2.0,10,means_x,18,kmeans,0.6391878891223604,0.005542704180310431,0.0032220094749936313,0.001574486960254325,0.48866614840027345,5.862891766446641,0.1,
0.0008,0.8,2.0,10,scales,0,kmeans,0.5011893054913116,0.005546634144064326,0.003218040118748504,0.0016113495222571219,0.5007238762715537,5.735036797747727,0.1,
0.0008,0.8,2.0,10,scales,3,kmeans,0.5110527426007376,0.005556857189064946,0.0032354440111173662,0.0015869948945399664,0.4905029693256521,5.73747959438246,0.2,
0.0008,0.8,2.0,10,scales,1,kmeans,0.5036523870385171,0.0055347968396066635,0.00322561623299502,0.0015649642036041451,0.48516751236431455,5.810592852691348,0.2,
0.0008,0.8,2.0,10,means_x,19,kmeans,0.6549365824598374,0.0055936846438617745,0.0032477439751568142,0.0015964381919678018,0.49155296851585084,5.785468787099674,0.2,
0.0008,0.8,2.0,10,scales,2,kmeans,0.5059193657587896,0.005532125648685874,0.0032140996702914384,0.0016006659413067901,0.498013784731713,5.800400470601851,0.2,
0.0008,0.8,2.0,10,scales,4,kmeans,0.5056257346552435,0.005546534029573994,0.0032046891735750954,0.0016190388263567293,0.505209316306504,5.903607938240418,0.2,
0.0008,0.8,2.0,10,scales,5,kmeans,0.5009982539661193,0.005558118979771164,0.003232766765685022,0.001591143682071124,0.4921925388990941,5.695511747516495,0.2,
0.0008,0.8,2.0,10,scales,7,kmeans,0.5057369701603236,0.005567776122228425,0.003215236830566326,0.001588752179427215,0.49413224068703365,5.759951204474815,0.2,
0.0008,0.8,2.0,10,scales,8,kmeans,0.5044367326370006,0.005503156895415125,0.003228144063969116,0.0016015552536762755,0.4961226085142889,5.734649252104415,0.2,
0.0008,0.8,2.0,10,scales,10,kmeans,0.5000465737747221,0.005540385177487261,0.0032308783252144734,0.0015531966816322686,0.4807351206979185,5.720024117922074,0.2,
0.0008,0.8,2.0,10,scales,6,kmeans,0.5005992245442373,0.005556957752622665,0.0032508385625368685,0.0016024164722236813,0.4929240383358803,5.742736134896292,0.2,
0.0008,0.8,2.0,10,scales,9,kmeans,0.5099094230936172,0.005574481791972505,0.0032330960552251317,0.0015880632509356917,0.49118962870563687,5.74198353697612,0.2,
0.0008,0.8,2.0,10,scales,12,kmeans,0.5059694310596075,0.005556214172921901,0.00322858641836248,0.001596742249889171,0.4945638874052593,5.8419825368002005,0.2,
0.0008,0.8,2.0,10,scales,11,kmeans,0.5024463323695127,0.005585415801764133,0.0032405928756861495,0.0015916160832691987,0.49114965820326834,5.761474986469498,0.2,
0.0008,0.8,2.0,10,scales,14,kmeans,0.5000773460574641,0.005554815221937417,0.0032492121722105193,0.0015695605066436465,0.483058791933503,5.7731229807843825,0.2,
0.0008,0.8,2.0,10,scales,13,kmeans,0.5012318974377554,0.005582146201192847,0.0032226495580921304,0.0015813922982093327,0.49071184120483363,5.789130285825204,0.2,
0.0008,0.8,2.0,10,scales,15,kmeans,0.5044139617983336,0.005542629219900294,0.0032381350709045124,0.0015819014121171075,0.4885223678069837,5.763021078292372,0.2,
0.0008,0.8,2.0,10,scales,16,kmeans,0.5061576619058049,0.0055500470772281455,0.003209377196346281,0.0015906074001339442,0.4956124826788116,5.728100699848927,0.2,
0.0008,0.8,2.0,10,scales,18,kmeans,0.5045117471006899,0.005542704180310431,0.0032220094749936313,0.001574486960254325,0.48866614840027345,5.862891766446641,0.2,
0.0008,0.8,2.0,10,scales,17,kmeans,0.5062153990092615,0.005558820927419471,0.0032514144704422427,0.0016275641111587456,0.5005710978881667,5.679525187427419,0.2,
0.0008,0.8,2.0,10,scales,19,kmeans,0.506733389800234,0.0055936846438617745,0.0032477439751568142,0.0015964381919678018,0.49155296851585084,5.785468787099674,0.2,
0.0008,0.8,2.0,12,all,0,kmeans,0.5036490792645136,0.005916234407164256,0.003234902304981153,0.0016098300002390705,0.4976440858075464,7.599133905747941,0.3,
